clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_46918.wav,data\clips_aug\overlay_12358.wav,data\clips_aug\overlay_953.wav,4,"['3575', '121', '1320', '1995']"
data\clips_aug\overlay_46919.wav,data\clips_aug\overlay_5360.wav,data\clips_aug\overlay_7170.wav,4,"['6930', '1089', '8463', '237']"
data\clips_aug\overlay_46920.wav,data\clips_aug\overlay_17563.wav,data\clips_aug\overlay_11020.wav,4,"['6930', '1188', '8230', '260']"
data\clips_aug\overlay_46921.wav,data\clips_aug\overlay_16429.wav,data\clips_aug\overlay_10951.wav,4,"['8224', '5105', '4077', '6930']"
data\clips_aug\overlay_46922.wav,data\clips_aug\overlay_1105.wav,data\clips_aug\overlay_3750.wav,4,"['8224', '6930', '2830', '7127']"
data\clips_aug\overlay_46923.wav,data\clips_aug\overlay_16642.wav,data\clips_aug\overlay_15655.wav,4,"['237', '8455', '908', '4077']"
data\clips_aug\overlay_46924.wav,data\clips_aug\overlay_4078.wav,data\clips_libricss\OV40_session3_clip399.wav,4,"['3729', '3575', '4077', '1320']"
data\clips_aug\overlay_46925.wav,data\clips_aug\overlay_2905.wav,data\clips_aug\overlay_13434.wav,4,"['4077', '2300', '3575', '7176']"
data\clips_aug\overlay_46926.wav,data\clips_libricss\OV40_session3_clip318.wav,data\clips_aug\overlay_19580.wav,4,"['4077', '5105', '3570', '1188']"
data\clips_aug\overlay_46927.wav,data\clips_aug\overlay_3194.wav,data\clips_libricss\OV30_session3_clip553.wav,4,"['4446', '2300', '7729', '5105']"
data\clips_aug\overlay_46928.wav,data\clips_aug\overlay_5182.wav,data\clips_aug\overlay_8829.wav,4,"['672', '8555', '61', '5105']"
data\clips_aug\overlay_46929.wav,data\clips_libricss\OV40_session7_clip212.wav,data\clips_aug\overlay_7192.wav,4,"['8230', '7021', '4077', '8463']"
data\clips_aug\overlay_46930.wav,data\clips_aug\overlay_345.wav,data\clips_aug\overlay_1954.wav,4,"['1995', '4077', '8224', '5105']"
data\clips_aug\overlay_46931.wav,data\clips_libricss\OV40_session2_clip313.wav,data\clips_libricss\OV30_session9_clip55.wav,4,"['6930', '1284', '7127', '7176']"
data\clips_aug\overlay_46932.wav,data\clips_aug\overlay_13103.wav,data\clips_aug\overlay_18142.wav,4,"['5105', '5683', '4992', '237']"
data\clips_aug\overlay_46933.wav,data\clips_aug\overlay_5162.wav,data\clips_aug\overlay_14407.wav,4,"['2300', '5683', '1221', '1089']"
data\clips_aug\overlay_46934.wav,data\clips_aug\overlay_13317.wav,data\clips_libricss\OV30_session1_clip327.wav,4,"['7729', '908', '4992', '8230']"
data\clips_aug\overlay_46935.wav,data\clips_aug\overlay_19886.wav,data\clips_aug\overlay_17753.wav,4,"['1221', '7021', '4077', '3729']"
data\clips_aug\overlay_46936.wav,data\clips_aug\overlay_15467.wav,data\clips_aug\overlay_12274.wav,4,"['1320', '7729', '672', '2830']"
data\clips_aug\overlay_46937.wav,data\clips_libricss\OV40_session4_clip376.wav,data\clips_aug\overlay_17699.wav,4,"['7729', '121', '1320', '8463']"
data\clips_aug\overlay_46938.wav,data\clips_aug\overlay_1402.wav,data\clips_libricss\OV20_session2_clip593.wav,4,"['237', '5683', '1580', '5639']"
data\clips_aug\overlay_46939.wav,data\clips_aug\overlay_13995.wav,data\clips_aug\overlay_18376.wav,4,"['2961', '4507', '4077', '7729']"
data\clips_aug\overlay_46940.wav,data\clips_libricss\OV40_session6_clip237.wav,data\clips_libricss\OV40_session7_clip369.wav,4,"['5105', '1188', '1221', '5142']"
data\clips_aug\overlay_46941.wav,data\clips_aug\overlay_5377.wav,data\clips_libricss\OV10_session4_clip536.wav,4,"['1188', '5105', '6829', '672']"
data\clips_aug\overlay_46942.wav,data\clips_libricss\OV30_session4_clip263.wav,data\clips_libricss\OV10_session5_clip301.wav,4,"['121', '2830', '4970', '3575']"
data\clips_aug\overlay_46943.wav,data\clips_aug\overlay_350.wav,data\clips_libricss\OV10_session4_clip309.wav,4,"['1320', '8555', '6829', '260']"
data\clips_aug\overlay_46944.wav,data\clips_libricss\OV20_session6_clip42.wav,data\clips_aug\overlay_3528.wav,4,"['4507', '5105', '3575', '121']"
data\clips_aug\overlay_46945.wav,data\clips_aug\overlay_8295.wav,data\clips_aug\overlay_6975.wav,4,"['908', '7729', '6930', '1995']"
data\clips_aug\overlay_46946.wav,data\clips_aug\overlay_10379.wav,data\clips_aug\overlay_6497.wav,4,"['8455', '4077', '8463', '121']"
data\clips_aug\overlay_46947.wav,data\clips_aug\overlay_8590.wav,data\clips_aug\overlay_315.wav,4,"['3729', '8463', '7729', '6930']"
data\clips_aug\overlay_46948.wav,data\clips_aug\overlay_6164.wav,data\clips_aug\overlay_6299.wav,4,"['2830', '121', '4970', '1188']"
data\clips_aug\overlay_46949.wav,data\clips_aug\overlay_7051.wav,data\clips_aug\overlay_15488.wav,4,"['1320', '8224', '672', '4446']"
data\clips_aug\overlay_46950.wav,data\clips_aug\overlay_17395.wav,data\clips_aug\overlay_9413.wav,4,"['1089', '1221', '8224', '8230']"
data\clips_aug\overlay_46951.wav,data\clips_aug\overlay_15382.wav,data\clips_aug\overlay_3458.wav,4,"['8455', '61', '4077', '672']"
data\clips_aug\overlay_46952.wav,data\clips_aug\overlay_3409.wav,data\clips_libricss\OV40_session7_clip406.wav,4,"['4970', '7729', '1221', '8455']"
data\clips_aug\overlay_46953.wav,data\clips_libricss\OV40_session5_clip140.wav,data\clips_aug\overlay_16764.wav,4,"['4077', '1089', '7729', '1320']"
data\clips_aug\overlay_46954.wav,data\clips_libricss\OV20_session7_clip581.wav,data\clips_aug\overlay_8720.wav,4,"['237', '2830', '2961', '1089']"
data\clips_aug\overlay_46955.wav,data\clips_aug\overlay_16361.wav,data\clips_libricss\OV30_session7_clip61.wav,4,"['1995', '4507', '1089', '1284']"
data\clips_aug\overlay_46956.wav,data\clips_libricss\OV20_session6_clip152.wav,data\clips_aug\overlay_14968.wav,4,"['6829', '8463', '3570', '8230']"
data\clips_aug\overlay_46957.wav,data\clips_aug\overlay_6590.wav,data\clips_aug\overlay_786.wav,4,"['5105', '1320', '8555', '237']"
data\clips_aug\overlay_46958.wav,data\clips_aug\overlay_6040.wav,data\clips_aug\overlay_9884.wav,4,"['908', '121', '4077', '7176']"
data\clips_aug\overlay_46959.wav,data\clips_aug\overlay_5385.wav,data\clips_aug\overlay_9706.wav,4,"['260', '8224', '2961', '1188']"
data\clips_aug\overlay_46960.wav,data\clips_libricss\0S_session3_clip328.wav,data\clips_libricss\OV40_session9_clip410.wav,4,"['1089', '61', '2961', '1284']"
data\clips_aug\overlay_46961.wav,data\clips_aug\overlay_2793.wav,data\clips_aug\overlay_1137.wav,4,"['8224', '4077', '3570', '6829']"
data\clips_aug\overlay_46962.wav,data\clips_aug\overlay_13239.wav,data\clips_aug\overlay_18154.wav,4,"['8224', '7729', '672', '8463']"
data\clips_aug\overlay_46963.wav,data\clips_aug\overlay_19337.wav,data\clips_aug\overlay_12344.wav,4,"['3575', '1284', '4507', '3570']"
data\clips_aug\overlay_46964.wav,data\clips_aug\overlay_18200.wav,data\clips_aug\overlay_19368.wav,4,"['3570', '1188', '237', '7729']"
data\clips_aug\overlay_46965.wav,data\clips_aug\overlay_6547.wav,data\clips_aug\overlay_7389.wav,4,"['8224', '4507', '1188', '1320']"
data\clips_aug\overlay_46966.wav,data\clips_aug\overlay_3355.wav,data\clips_aug\overlay_2471.wav,4,"['8224', '5105', '8555', '1188']"
data\clips_aug\overlay_46967.wav,data\clips_aug\overlay_18203.wav,data\clips_libricss\OV40_session4_clip465.wav,4,"['4992', '5142', '7729', '121']"
data\clips_aug\overlay_46968.wav,data\clips_aug\overlay_8439.wav,data\clips_aug\overlay_16475.wav,4,"['121', '3575', '4077', '2094']"
data\clips_aug\overlay_46969.wav,data\clips_aug\overlay_10502.wav,data\clips_libricss\0S_session6_clip266.wav,4,"['2961', '1089', '5683', '7729']"
data\clips_aug\overlay_46970.wav,data\clips_aug\overlay_9432.wav,data\clips_aug\overlay_6006.wav,4,"['2961', '8463', '4970', '7729']"
data\clips_aug\overlay_46971.wav,data\clips_libricss\OV20_session6_clip165.wav,data\clips_aug\overlay_17182.wav,4,"['6829', '7176', '4077', '121']"
data\clips_aug\overlay_46972.wav,data\clips_aug\overlay_18119.wav,data\clips_aug\overlay_264.wav,4,"['4992', '2830', '7127', '1188']"
data\clips_aug\overlay_46973.wav,data\clips_aug\overlay_10318.wav,data\clips_libricss\OV20_session0_clip169.wav,4,"['1188', '61', '6930', '4970']"
data\clips_aug\overlay_46974.wav,data\clips_aug\overlay_10815.wav,data\clips_libricss\OV10_session1_clip237.wav,4,"['1188', '3729', '2094', '1580']"
data\clips_aug\overlay_46975.wav,data\clips_aug\overlay_2020.wav,data\clips_aug\overlay_12141.wav,4,"['672', '8224', '3570', '1320']"
data\clips_aug\overlay_46976.wav,data\clips_aug\overlay_15035.wav,data\clips_aug\overlay_14024.wav,4,"['6930', '121', '2961', '8224']"
data\clips_aug\overlay_46977.wav,data\clips_aug\overlay_15403.wav,data\clips_aug\overlay_17462.wav,4,"['1995', '8224', '260', '8463']"
data\clips_aug\overlay_46978.wav,data\clips_aug\overlay_3081.wav,data\clips_aug\overlay_2793.wav,4,"['2961', '1188', '8224', '4077']"
data\clips_aug\overlay_46979.wav,data\clips_aug\overlay_9774.wav,data\clips_aug\overlay_18166.wav,4,"['8463', '2961', '260', '3729']"
data\clips_aug\overlay_46980.wav,data\clips_libricss\OV10_session4_clip353.wav,data\clips_aug\overlay_11735.wav,4,"['6829', '7021', '1320', '1089']"
data\clips_aug\overlay_46981.wav,data\clips_aug\overlay_17528.wav,data\clips_aug\overlay_15400.wav,4,"['5683', '260', '4077', '7729']"
data\clips_aug\overlay_46982.wav,data\clips_aug\overlay_10219.wav,data\clips_aug\overlay_7499.wav,4,"['3575', '8224', '7021', '1188']"
data\clips_aug\overlay_46983.wav,data\clips_aug\overlay_2447.wav,data\clips_aug\overlay_2374.wav,4,"['672', '7729', '4077', '1320']"
data\clips_aug\overlay_46984.wav,data\clips_aug\overlay_3927.wav,data\clips_aug\overlay_634.wav,4,"['2300', '4446', '3575', '1580']"
data\clips_aug\overlay_46985.wav,data\clips_aug\overlay_13317.wav,data\clips_aug\overlay_3649.wav,4,"['7729', '908', '237', '8455']"
data\clips_aug\overlay_46986.wav,data\clips_libricss\OV30_session2_clip50.wav,data\clips_aug\overlay_7974.wav,4,"['4507', '3575', '5639', '5683']"
data\clips_aug\overlay_46987.wav,data\clips_libricss\0S_session4_clip526.wav,data\clips_aug\overlay_11163.wav,4,"['4507', '1188', '260', '8555']"
data\clips_aug\overlay_46988.wav,data\clips_aug\overlay_19982.wav,data\clips_aug\overlay_3868.wav,4,"['4077', '5105', '8230', '2830']"
data\clips_aug\overlay_46989.wav,data\clips_aug\overlay_3013.wav,data\clips_libricss\OV30_session9_clip555.wav,4,"['6930', '2961', '7729', '1188']"
data\clips_aug\overlay_46990.wav,data\clips_aug\overlay_13354.wav,data\clips_aug\overlay_19346.wav,4,"['7729', '3570', '7176', '1284']"
data\clips_aug\overlay_46991.wav,data\clips_aug\overlay_16887.wav,data\clips_aug\overlay_5462.wav,4,"['1089', '1320', '3575', '2094']"
data\clips_aug\overlay_46992.wav,data\clips_libricss\OV20_session6_clip43.wav,data\clips_libricss\OV20_session9_clip276.wav,4,"['4507', '5105', '4077', '4446']"
data\clips_aug\overlay_46993.wav,data\clips_aug\overlay_19265.wav,data\clips_libricss\OV20_session2_clip56.wav,4,"['2300', '1221', '3570', '8230']"
data\clips_aug\overlay_46994.wav,data\clips_aug\overlay_18422.wav,data\clips_aug\overlay_2096.wav,4,"['1995', '1089', '2961', '672']"
data\clips_aug\overlay_46995.wav,data\clips_aug\overlay_14875.wav,data\clips_aug\overlay_214.wav,4,"['3570', '8230', '1089', '7729']"
data\clips_aug\overlay_46996.wav,data\clips_aug\overlay_7652.wav,data\clips_libricss\OV40_session3_clip78.wav,4,"['121', '4077', '1320', '1580']"
data\clips_aug\overlay_46997.wav,data\clips_aug\overlay_7817.wav,data\clips_aug\overlay_3866.wav,4,"['260', '1320', '4077', '3575']"
data\clips_aug\overlay_46998.wav,data\clips_aug\overlay_2460.wav,data\clips_libricss\0S_session4_clip236.wav,4,"['4992', '3570', '2961', '1188']"
data\clips_aug\overlay_46999.wav,data\clips_aug\overlay_10927.wav,data\clips_aug\overlay_11671.wav,4,"['672', '4507', '237', '6829']"
data\clips_aug\overlay_47000.wav,data\clips_aug\overlay_17355.wav,data\clips_aug\overlay_13931.wav,4,"['8224', '8555', '3575', '8230']"
data\clips_aug\overlay_47001.wav,data\clips_libricss\OV30_session2_clip120.wav,data\clips_aug\overlay_16932.wav,4,"['1995', '1284', '2961', '1089']"
data\clips_aug\overlay_47002.wav,data\clips_aug\overlay_7813.wav,data\clips_aug\overlay_7010.wav,4,"['121', '1188', '8224', '61']"
data\clips_aug\overlay_47003.wav,data\clips_libricss\OV40_session0_clip206.wav,data\clips_aug\overlay_12030.wav,4,"['4446', '1284', '1089', '1320']"
data\clips_aug\overlay_47004.wav,data\clips_aug\overlay_12084.wav,data\clips_libricss\OV10_session7_clip202.wav,4,"['8230', '237', '121', '1221']"
data\clips_aug\overlay_47005.wav,data\clips_aug\overlay_3158.wav,data\clips_aug\overlay_1333.wav,4,"['5683', '8224', '1320', '7729']"
data\clips_aug\overlay_47006.wav,data\clips_aug\overlay_15712.wav,data\clips_aug\overlay_10243.wav,4,"['1188', '8455', '121', '3575']"
data\clips_aug\overlay_47007.wav,data\clips_aug\overlay_1855.wav,data\clips_aug\overlay_18613.wav,4,"['7021', '3570', '121', '1580']"
data\clips_aug\overlay_47008.wav,data\clips_aug\overlay_2957.wav,data\clips_aug\overlay_9211.wav,4,"['672', '121', '4446', '61']"
data\clips_aug\overlay_47009.wav,data\clips_libricss\OV30_session6_clip310.wav,data\clips_aug\overlay_3792.wav,4,"['4992', '8555', '7176', '3575']"
data\clips_aug\overlay_47010.wav,data\clips_aug\overlay_10720.wav,data\clips_aug\overlay_6578.wav,4,"['7729', '672', '4507', '8230']"
data\clips_aug\overlay_47011.wav,data\clips_aug\overlay_14767.wav,data\clips_libricss\OV30_session3_clip420.wav,4,"['7021', '4992', '6930', '4446']"
data\clips_aug\overlay_47012.wav,data\clips_aug\overlay_2573.wav,data\clips_aug\overlay_9995.wav,4,"['2961', '4507', '1188', '4992']"
data\clips_aug\overlay_47013.wav,data\clips_libricss\OV40_session7_clip484.wav,data\clips_aug\overlay_12813.wav,4,"['8455', '8463', '908', '5683']"
data\clips_aug\overlay_47014.wav,data\clips_aug\overlay_8498.wav,data\clips_libricss\OV30_session8_clip48.wav,4,"['7729', '2961', '7021', '1188']"
data\clips_aug\overlay_47015.wav,data\clips_aug\overlay_8968.wav,data\clips_libricss\OV30_session7_clip440.wav,4,"['1320', '4507', '1089', '1284']"
data\clips_aug\overlay_47016.wav,data\clips_aug\overlay_12968.wav,data\clips_aug\overlay_18804.wav,4,"['1089', '2300', '7729', '1221']"
data\clips_aug\overlay_47017.wav,data\clips_aug\overlay_14944.wav,data\clips_aug\overlay_1628.wav,4,"['7021', '1089', '8224', '7176']"
data\clips_aug\overlay_47018.wav,data\clips_aug\overlay_18861.wav,data\clips_libricss\OV20_session2_clip491.wav,4,"['3570', '1089', '1580', '2830']"
data\clips_aug\overlay_47019.wav,data\clips_aug\overlay_10086.wav,data\clips_libricss\OV10_session4_clip236.wav,4,"['3575', '6829', '121', '7021']"
data\clips_aug\overlay_47020.wav,data\clips_aug\overlay_10381.wav,data\clips_libricss\OV10_session7_clip225.wav,4,"['2961', '3570', '7729', '8463']"
data\clips_aug\overlay_47021.wav,data\clips_aug\overlay_653.wav,data\clips_aug\overlay_10120.wav,4,"['8224', '1995', '7729', '1188']"
data\clips_aug\overlay_47022.wav,data\clips_aug\overlay_16997.wav,data\clips_aug\overlay_6128.wav,4,"['121', '1320', '5639', '8224']"
data\clips_aug\overlay_47023.wav,data\clips_aug\overlay_13115.wav,data\clips_aug\overlay_3206.wav,4,"['7729', '4077', '5639', '8463']"
data\clips_aug\overlay_47024.wav,data\clips_aug\overlay_12850.wav,data\clips_libricss\OV40_session5_clip498.wav,4,"['2300', '5142', '237', '8224']"
data\clips_aug\overlay_47025.wav,data\clips_libricss\OV30_session8_clip428.wav,data\clips_aug\overlay_12373.wav,4,"['3570', '1188', '8455', '5639']"
data\clips_aug\overlay_47026.wav,data\clips_aug\overlay_12538.wav,data\clips_libricss\OV30_session9_clip78.wav,4,"['8455', '672', '7176', '1188']"
data\clips_aug\overlay_47027.wav,data\clips_aug\overlay_5917.wav,data\clips_libricss\OV30_session6_clip519.wav,4,"['8224', '1320', '237', '8555']"
data\clips_aug\overlay_47028.wav,data\clips_aug\overlay_15102.wav,data\clips_aug\overlay_15307.wav,4,"['8224', '2300', '5639', '5683']"
data\clips_aug\overlay_47029.wav,data\clips_aug\overlay_9103.wav,data\clips_libricss\OV40_session1_clip242.wav,4,"['1580', '3575', '121', '7021']"
data\clips_aug\overlay_47030.wav,data\clips_aug\overlay_6061.wav,data\clips_aug\overlay_7569.wav,4,"['3729', '8224', '8230', '6930']"
data\clips_aug\overlay_47031.wav,data\clips_aug\overlay_2458.wav,data\clips_aug\overlay_4287.wav,4,"['7127', '3729', '4077', '1320']"
data\clips_aug\overlay_47032.wav,data\clips_aug\overlay_4360.wav,data\clips_aug\overlay_12509.wav,4,"['3729', '4970', '1320', '8463']"
data\clips_aug\overlay_47033.wav,data\clips_aug\overlay_15399.wav,data\clips_aug\overlay_15669.wav,4,"['6930', '8230', '1320', '2961']"
data\clips_aug\overlay_47034.wav,data\clips_libricss\OV40_session9_clip258.wav,data\clips_aug\overlay_2163.wav,4,"['3575', '1284', '4077', '8455']"
data\clips_aug\overlay_47035.wav,data\clips_aug\overlay_8655.wav,data\clips_aug\overlay_11723.wav,4,"['3570', '8455', '8224', '2830']"
data\clips_aug\overlay_47036.wav,data\clips_aug\overlay_3163.wav,data\clips_libricss\OV20_session3_clip336.wav,4,"['7729', '8463', '260', '1320']"
data\clips_aug\overlay_47037.wav,data\clips_aug\overlay_14087.wav,data\clips_aug\overlay_10800.wav,4,"['7021', '7729', '6930', '2300']"
data\clips_aug\overlay_47038.wav,data\clips_aug\overlay_19970.wav,data\clips_aug\overlay_13577.wav,4,"['237', '1089', '2300', '1188']"
data\clips_aug\overlay_47039.wav,data\clips_aug\overlay_186.wav,data\clips_aug\overlay_15558.wav,4,"['4077', '8463', '8455', '2300']"
data\clips_aug\overlay_47040.wav,data\clips_libricss\OV40_session9_clip506.wav,data\clips_libricss\OV30_session9_clip18.wav,4,"['4077', '7176', '7729', '1320']"
data\clips_aug\overlay_47041.wav,data\clips_aug\overlay_8200.wav,data\clips_aug\overlay_18538.wav,4,"['5105', '4507', '4992', '2961']"
data\clips_aug\overlay_47042.wav,data\clips_aug\overlay_15943.wav,data\clips_aug\overlay_18815.wav,4,"['5683', '7021', '2300', '1089']"
data\clips_aug\overlay_47043.wav,data\clips_aug\overlay_1364.wav,data\clips_aug\overlay_15021.wav,4,"['7729', '4446', '2830', '3570']"
data\clips_aug\overlay_47044.wav,data\clips_aug\overlay_9534.wav,data\clips_aug\overlay_18732.wav,4,"['8230', '8224', '1320', '7021']"
data\clips_aug\overlay_47045.wav,data\clips_aug\overlay_15859.wav,data\clips_aug\overlay_12940.wav,4,"['4992', '8224', '2961', '2830']"
data\clips_aug\overlay_47046.wav,data\clips_aug\overlay_2760.wav,data\clips_aug\overlay_17775.wav,4,"['121', '3575', '1089', '5105']"
data\clips_aug\overlay_47047.wav,data\clips_libricss\OV30_session3_clip596.wav,data\clips_aug\overlay_4154.wav,4,"['2094', '7729', '1284', '3729']"
data\clips_aug\overlay_47048.wav,data\clips_aug\overlay_17664.wav,data\clips_libricss\OV20_session8_clip426.wav,4,"['1089', '5105', '8230', '8224']"
data\clips_aug\overlay_47049.wav,data\clips_aug\overlay_14135.wav,data\clips_libricss\0S_session7_clip394.wav,4,"['908', '7729', '4077', '121']"
data\clips_aug\overlay_47050.wav,data\clips_aug\overlay_3496.wav,data\clips_aug\overlay_14254.wav,4,"['1284', '260', '4970', '4077']"
data\clips_aug\overlay_47051.wav,data\clips_libricss\OV40_session9_clip514.wav,data\clips_aug\overlay_19483.wav,4,"['4077', '3575', '1188', '1284']"
data\clips_aug\overlay_47052.wav,data\clips_aug\overlay_17253.wav,data\clips_libricss\OV40_session7_clip289.wav,4,"['1320', '672', '1580', '8455']"
data\clips_aug\overlay_47053.wav,data\clips_aug\overlay_8950.wav,data\clips_aug\overlay_15100.wav,4,"['1188', '1995', '1089', '8230']"
data\clips_aug\overlay_47054.wav,data\clips_libricss\OV20_session6_clip555.wav,data\clips_libricss\OV20_session9_clip343.wav,4,"['121', '8463', '7729', '1284']"
data\clips_aug\overlay_47055.wav,data\clips_aug\overlay_2351.wav,data\clips_aug\overlay_8890.wav,4,"['7127', '8463', '2961', '1221']"
data\clips_aug\overlay_47056.wav,data\clips_aug\overlay_8648.wav,data\clips_aug\overlay_9192.wav,4,"['3575', '6930', '1089', '7729']"
data\clips_aug\overlay_47057.wav,data\clips_aug\overlay_17686.wav,data\clips_aug\overlay_9336.wav,4,"['121', '4446', '8463', '1188']"
data\clips_aug\overlay_47058.wav,data\clips_aug\overlay_4027.wav,data\clips_aug\overlay_11957.wav,4,"['4507', '7021', '4077', '3575']"
data\clips_aug\overlay_47059.wav,data\clips_aug\overlay_1076.wav,data\clips_libricss\OV20_session5_clip131.wav,4,"['4507', '4077', '1089', '3575']"
data\clips_aug\overlay_47060.wav,data\clips_aug\overlay_6970.wav,data\clips_libricss\OV30_session8_clip126.wav,4,"['2300', '3575', '908', '8230']"
data\clips_aug\overlay_47061.wav,data\clips_libricss\OV30_session4_clip251.wav,data\clips_aug\overlay_7719.wav,4,"['260', '1320', '1580', '1188']"
data\clips_aug\overlay_47062.wav,data\clips_libricss\OV30_session0_clip130.wav,data\clips_aug\overlay_8609.wav,4,"['1995', '2830', '7021', '1320']"
data\clips_aug\overlay_47063.wav,data\clips_aug\overlay_17832.wav,data\clips_aug\overlay_15279.wav,4,"['121', '1580', '8224', '1284']"
data\clips_aug\overlay_47064.wav,data\clips_aug\overlay_3838.wav,data\clips_libricss\OV20_session0_clip66.wav,4,"['3570', '2094', '7127', '1089']"
data\clips_aug\overlay_47065.wav,data\clips_aug\overlay_8177.wav,data\clips_aug\overlay_4934.wav,4,"['3575', '6930', '2300', '4077']"
data\clips_aug\overlay_47066.wav,data\clips_aug\overlay_1479.wav,data\clips_aug\overlay_1732.wav,4,"['7729', '237', '3575', '6930']"
data\clips_aug\overlay_47067.wav,data\clips_aug\overlay_13098.wav,data\clips_aug\overlay_3271.wav,4,"['2300', '8555', '8230', '4507']"
data\clips_aug\overlay_47068.wav,data\clips_aug\overlay_2072.wav,data\clips_aug\overlay_11861.wav,4,"['1320', '1089', '2300', '1580']"
data\clips_aug\overlay_47069.wav,data\clips_aug\overlay_10476.wav,data\clips_aug\overlay_3330.wav,4,"['7729', '61', '5105', '121']"
data\clips_aug\overlay_47070.wav,data\clips_aug\overlay_19341.wav,data\clips_aug\overlay_8147.wav,4,"['4077', '5105', '7021', '4507']"
data\clips_aug\overlay_47071.wav,data\clips_aug\overlay_7710.wav,data\clips_aug\overlay_13338.wav,4,"['8455', '3729', '4992', '1188']"
data\clips_aug\overlay_47072.wav,data\clips_aug\overlay_1373.wav,data\clips_aug\overlay_1974.wav,4,"['3575', '237', '4507', '1995']"
data\clips_aug\overlay_47073.wav,data\clips_aug\overlay_14353.wav,data\clips_aug\overlay_16346.wav,4,"['3575', '1320', '4446', '7176']"
data\clips_aug\overlay_47074.wav,data\clips_aug\overlay_3206.wav,data\clips_aug\overlay_11452.wav,4,"['5639', '8463', '2830', '1284']"
data\clips_aug\overlay_47075.wav,data\clips_libricss\OV20_session0_clip41.wav,data\clips_aug\overlay_2704.wav,4,"['121', '1089', '8230', '4077']"
data\clips_aug\overlay_47076.wav,data\clips_aug\overlay_18477.wav,data\clips_aug\overlay_12540.wav,4,"['8230', '1580', '2961', '2300']"
data\clips_aug\overlay_47077.wav,data\clips_aug\overlay_12925.wav,data\clips_aug\overlay_11252.wav,4,"['1995', '6930', '1188', '7729']"
data\clips_aug\overlay_47078.wav,data\clips_aug\overlay_3449.wav,data\clips_aug\overlay_2827.wav,4,"['4077', '7729', '1089', '3575']"
data\clips_aug\overlay_47079.wav,data\clips_aug\overlay_8602.wav,data\clips_aug\overlay_4385.wav,4,"['7127', '4992', '1284', '121']"
data\clips_aug\overlay_47080.wav,data\clips_libricss\OV30_session7_clip107.wav,data\clips_libricss\OV30_session8_clip429.wav,4,"['2300', '4446', '3570', '1188']"
data\clips_aug\overlay_47081.wav,data\clips_libricss\OV40_session7_clip464.wav,data\clips_aug\overlay_4331.wav,4,"['1221', '8455', '7729', '8463']"
data\clips_aug\overlay_47082.wav,data\clips_aug\overlay_5416.wav,data\clips_aug\overlay_2644.wav,4,"['7729', '3729', '4507', '8224']"
data\clips_aug\overlay_47083.wav,data\clips_libricss\OV10_session6_clip458.wav,data\clips_libricss\OV20_session2_clip464.wav,4,"['121', '4446', '8230', '5639']"
data\clips_aug\overlay_47084.wav,data\clips_aug\overlay_14771.wav,data\clips_aug\overlay_18830.wav,4,"['8230', '121', '4970', '3575']"
data\clips_aug\overlay_47085.wav,data\clips_aug\overlay_14635.wav,data\clips_aug\overlay_10716.wav,4,"['8224', '5639', '8230', '4507']"
data\clips_aug\overlay_47086.wav,data\clips_aug\overlay_5965.wav,data\clips_aug\overlay_11133.wav,4,"['4077', '61', '1188', '8463']"
data\clips_aug\overlay_47087.wav,data\clips_aug\overlay_5110.wav,data\clips_aug\overlay_17396.wav,4,"['8224', '7021', '672', '1995']"
data\clips_aug\overlay_47088.wav,data\clips_aug\overlay_1811.wav,data\clips_libricss\OV40_session6_clip155.wav,4,"['1580', '7176', '8230', '3575']"
data\clips_aug\overlay_47089.wav,data\clips_aug\overlay_211.wav,data\clips_aug\overlay_13560.wav,4,"['7021', '2961', '1284', '3729']"
data\clips_aug\overlay_47090.wav,data\clips_libricss\OV30_session7_clip520.wav,data\clips_aug\overlay_528.wav,4,"['2300', '2830', '1284', '8230']"
data\clips_aug\overlay_47091.wav,data\clips_aug\overlay_14778.wav,data\clips_aug\overlay_16584.wav,4,"['8230', '7729', '4992', '7021']"
data\clips_aug\overlay_47092.wav,data\clips_aug\overlay_6225.wav,data\clips_aug\overlay_14079.wav,4,"['2300', '1089', '908', '7127']"
data\clips_aug\overlay_47093.wav,data\clips_libricss\OV30_session8_clip168.wav,data\clips_libricss\OV40_session1_clip411.wav,4,"['908', '1284', '237', '8455']"
data\clips_aug\overlay_47094.wav,data\clips_aug\overlay_13306.wav,data\clips_libricss\OV20_session2_clip389.wav,4,"['672', '5105', '6829', '2961']"
data\clips_aug\overlay_47095.wav,data\clips_aug\overlay_5319.wav,data\clips_aug\overlay_12518.wav,4,"['3729', '2961', '7729', '260']"
data\clips_aug\overlay_47096.wav,data\clips_aug\overlay_9053.wav,data\clips_libricss\0S_session1_clip272.wav,4,"['8224', '908', '2961', '8463']"
data\clips_aug\overlay_47097.wav,data\clips_aug\overlay_17110.wav,data\clips_aug\overlay_7297.wav,4,"['1320', '8555', '2961', '8224']"
data\clips_aug\overlay_47098.wav,data\clips_aug\overlay_2919.wav,data\clips_libricss\OV30_session3_clip483.wav,4,"['2300', '8224', '6930', '1320']"
data\clips_aug\overlay_47099.wav,data\clips_aug\overlay_18046.wav,data\clips_aug\overlay_6264.wav,4,"['8455', '2830', '672', '3729']"
