clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_2406.wav,data\clips_libricss\OV20_session4_clip353.wav,data\clips_libricss\0L_session9_clip244.wav,2,"['1089', '4077']"
data\clips_aug\overlay_2407.wav,data\clips_libricss\0S_session0_clip555.wav,data\clips_libricss\0S_session4_clip181.wav,2,"['1580', '2961']"
data\clips_aug\overlay_2408.wav,data\clips_libricss\0S_session4_clip475.wav,data\clips_libricss\OV20_session7_clip229.wav,2,"['2961', '672']"
data\clips_aug\overlay_2409.wav,data\clips_libricss\OV10_session4_clip83.wav,data\clips_libricss\0S_session2_clip42.wav,2,"['121', '5639']"
data\clips_aug\overlay_2410.wav,data\clips_libricss\OV30_session8_clip556.wav,data\clips_libricss\OV40_session4_clip110.wav,2,"['908', '7729']"
data\clips_aug\overlay_2411.wav,data\clips_libricss\OV30_session3_clip358.wav,data\clips_libricss\OV30_session8_clip33.wav,2,"['6930', '1188']"
data\clips_aug\overlay_2412.wav,data\clips_libricss\OV40_session5_clip486.wav,data\clips_libricss\0L_session6_clip321.wav,2,"['237', '8455']"
data\clips_aug\overlay_2413.wav,data\clips_libricss\OV30_session0_clip116.wav,data\clips_libricss\0S_session0_clip225.wav,2,"['672', '1089']"
data\clips_aug\overlay_2414.wav,data\clips_libricss\OV30_session2_clip191.wav,data\clips_libricss\OV20_session7_clip62.wav,2,"['4507', '2300']"
data\clips_aug\overlay_2415.wav,data\clips_libricss\0S_session9_clip236.wav,data\clips_libricss\0L_session1_clip350.wav,2,"['7127', '2961']"
data\clips_aug\overlay_2416.wav,data\clips_libricss\OV40_session1_clip312.wav,data\clips_libricss\OV30_session0_clip303.wav,2,"['7021', '2961']"
data\clips_aug\overlay_2417.wav,data\clips_libricss\OV30_session8_clip69.wav,data\clips_libricss\0S_session3_clip494.wav,2,"['1284', '61']"
data\clips_aug\overlay_2418.wav,data\clips_libricss\0S_session7_clip505.wav,data\clips_libricss\0L_session2_clip192.wav,2,"['121', '4446']"
data\clips_aug\overlay_2419.wav,data\clips_libricss\OV20_session3_clip390.wav,data\clips_libricss\OV20_session5_clip304.wav,2,"['8455', '3575']"
data\clips_aug\overlay_2420.wav,data\clips_libricss\OV10_session7_clip75.wav,data\clips_libricss\0L_session0_clip474.wav,2,"['8463', '8224']"
data\clips_aug\overlay_2421.wav,data\clips_libricss\OV20_session1_clip135.wav,data\clips_libricss\OV20_session4_clip81.wav,2,"['4446', '2830']"
data\clips_aug\overlay_2422.wav,data\clips_libricss\OV20_session0_clip26.wav,data\clips_libricss\OV20_session9_clip68.wav,2,"['121', '7729']"
data\clips_aug\overlay_2423.wav,data\clips_libricss\0L_session7_clip249.wav,data\clips_libricss\0L_session6_clip24.wav,2,"['1320', '2300']"
data\clips_aug\overlay_2424.wav,data\clips_libricss\OV20_session2_clip335.wav,data\clips_libricss\0L_session1_clip134.wav,2,"['8230', '237']"
data\clips_aug\overlay_2425.wav,data\clips_libricss\0L_session3_clip192.wav,data\clips_libricss\OV40_session6_clip230.wav,2,"['2830', '8230']"
data\clips_aug\overlay_2426.wav,data\clips_libricss\0L_session1_clip573.wav,data\clips_libricss\0L_session1_clip251.wav,2,"['7127', '237']"
data\clips_aug\overlay_2427.wav,data\clips_libricss\0S_session8_clip449.wav,data\clips_libricss\0S_session7_clip281.wav,2,"['1188', '8463']"
data\clips_aug\overlay_2428.wav,data\clips_libricss\OV30_session3_clip486.wav,data\clips_libricss\OV30_session7_clip248.wav,2,"['1320', '1089']"
data\clips_aug\overlay_2429.wav,data\clips_libricss\OV10_session2_clip155.wav,data\clips_libricss\0S_session5_clip54.wav,2,"['1188', '4507']"
data\clips_aug\overlay_2430.wav,data\clips_libricss\OV40_session4_clip306.wav,data\clips_libricss\OV20_session6_clip245.wav,2,"['4077', '6829']"
data\clips_aug\overlay_2431.wav,data\clips_libricss\OV10_session4_clip183.wav,data\clips_libricss\0L_session9_clip75.wav,2,"['6829', '1089']"
data\clips_aug\overlay_2432.wav,data\clips_libricss\OV40_session1_clip253.wav,data\clips_libricss\OV30_session6_clip157.wav,2,"['7729', '237']"
data\clips_aug\overlay_2433.wav,data\clips_libricss\OV30_session4_clip222.wav,data\clips_libricss\OV30_session9_clip573.wav,2,"['8555', '6930']"
data\clips_aug\overlay_2434.wav,data\clips_libricss\0S_session1_clip49.wav,data\clips_libricss\0S_session3_clip252.wav,2,"['6829', '1089']"
data\clips_aug\overlay_2435.wav,data\clips_libricss\OV20_session7_clip27.wav,data\clips_libricss\OV20_session3_clip99.wav,2,"['4970', '1320']"
data\clips_aug\overlay_2436.wav,data\clips_libricss\OV20_session6_clip504.wav,data\clips_libricss\OV30_session4_clip66.wav,2,"['8224', '121']"
data\clips_aug\overlay_2437.wav,data\clips_libricss\OV40_session1_clip51.wav,data\clips_libricss\OV10_session1_clip401.wav,2,"['7729', '1188']"
data\clips_aug\overlay_2438.wav,data\clips_libricss\OV40_session3_clip410.wav,data\clips_libricss\0S_session2_clip48.wav,2,"['7127', '5639']"
data\clips_aug\overlay_2439.wav,data\clips_libricss\0L_session0_clip516.wav,data\clips_libricss\0S_session0_clip451.wav,2,"['8230', '4077']"
data\clips_aug\overlay_2440.wav,data\clips_libricss\OV10_session2_clip11.wav,data\clips_libricss\OV40_session7_clip338.wav,2,"['8463', '1221']"
data\clips_aug\overlay_2441.wav,data\clips_libricss\OV40_session8_clip104.wav,data\clips_libricss\0L_session9_clip179.wav,2,"['8230', '8555']"
data\clips_aug\overlay_2442.wav,data\clips_libricss\0L_session2_clip443.wav,data\clips_libricss\OV10_session4_clip341.wav,2,"['1995', '2300']"
data\clips_aug\overlay_2443.wav,data\clips_libricss\OV10_session4_clip505.wav,data\clips_libricss\OV40_session2_clip106.wav,2,"['2300', '1188']"
data\clips_aug\overlay_2444.wav,data\clips_libricss\OV40_session6_clip446.wav,data\clips_libricss\OV10_session2_clip53.wav,2,"['5105', '3570']"
data\clips_aug\overlay_2445.wav,data\clips_libricss\OV40_session3_clip199.wav,data\clips_libricss\OV40_session0_clip449.wav,2,"['4970', '3729']"
data\clips_aug\overlay_2446.wav,data\clips_libricss\0L_session2_clip534.wav,data\clips_libricss\OV30_session0_clip478.wav,2,"['1188', '2961']"
data\clips_aug\overlay_2447.wav,data\clips_libricss\0L_session8_clip163.wav,data\clips_libricss\OV10_session2_clip311.wav,2,"['672', '7729']"
data\clips_aug\overlay_2448.wav,data\clips_libricss\0L_session7_clip114.wav,data\clips_libricss\OV40_session0_clip346.wav,2,"['908', '121']"
data\clips_aug\overlay_2449.wav,data\clips_libricss\0L_session4_clip198.wav,data\clips_libricss\OV30_session7_clip553.wav,2,"['7729', '1188']"
data\clips_aug\overlay_2450.wav,data\clips_libricss\0L_session2_clip512.wav,data\clips_libricss\OV40_session4_clip185.wav,2,"['4446', '3729']"
data\clips_aug\overlay_2451.wav,data\clips_libricss\OV40_session5_clip19.wav,data\clips_libricss\OV20_session4_clip257.wav,2,"['2961', '1089']"
data\clips_aug\overlay_2452.wav,data\clips_libricss\0S_session6_clip487.wav,data\clips_libricss\0L_session5_clip29.wav,2,"['7729', '1580']"
data\clips_aug\overlay_2453.wav,data\clips_libricss\OV30_session1_clip151.wav,data\clips_libricss\OV20_session1_clip125.wav,2,"['3575', '1089']"
data\clips_aug\overlay_2454.wav,data\clips_libricss\OV20_session9_clip495.wav,data\clips_libricss\0L_session7_clip554.wav,2,"['4077', '908']"
data\clips_aug\overlay_2455.wav,data\clips_libricss\0S_session6_clip252.wav,data\clips_libricss\0L_session0_clip460.wav,2,"['4507', '5105']"
data\clips_aug\overlay_2456.wav,data\clips_libricss\0S_session7_clip227.wav,data\clips_libricss\0L_session0_clip423.wav,2,"['260', '5105']"
data\clips_aug\overlay_2457.wav,data\clips_libricss\OV40_session9_clip50.wav,data\clips_libricss\OV10_session1_clip288.wav,2,"['8224', '1188']"
data\clips_aug\overlay_2458.wav,data\clips_libricss\OV20_session8_clip594.wav,data\clips_libricss\OV40_session8_clip347.wav,2,"['7127', '3729']"
data\clips_aug\overlay_2459.wav,data\clips_libricss\OV30_session7_clip179.wav,data\clips_libricss\OV30_session4_clip80.wav,2,"['1089', '2830']"
data\clips_aug\overlay_2460.wav,data\clips_libricss\0L_session8_clip597.wav,data\clips_libricss\OV10_session9_clip233.wav,2,"['4992', '3570']"
data\clips_aug\overlay_2461.wav,data\clips_libricss\OV40_session6_clip92.wav,data\clips_libricss\OV40_session2_clip98.wav,2,"['8230', '1188']"
data\clips_aug\overlay_2462.wav,data\clips_libricss\OV20_session7_clip495.wav,data\clips_libricss\OV10_session3_clip474.wav,2,"['4970', '1995']"
data\clips_aug\overlay_2463.wav,data\clips_libricss\OV10_session6_clip527.wav,data\clips_libricss\OV40_session6_clip364.wav,2,"['4446', '1188']"
data\clips_aug\overlay_2464.wav,data\clips_libricss\0S_session1_clip181.wav,data\clips_libricss\OV10_session3_clip168.wav,2,"['8555', '1580']"
data\clips_aug\overlay_2465.wav,data\clips_libricss\OV20_session8_clip513.wav,data\clips_libricss\OV40_session7_clip465.wav,2,"['8224', '8455']"
data\clips_aug\overlay_2466.wav,data\clips_libricss\OV10_session6_clip306.wav,data\clips_libricss\OV10_session6_clip51.wav,2,"['4446', '1089']"
data\clips_aug\overlay_2467.wav,data\clips_libricss\0L_session6_clip140.wav,data\clips_libricss\OV30_session2_clip470.wav,2,"['1320', '8224']"
data\clips_aug\overlay_2468.wav,data\clips_libricss\0L_session4_clip556.wav,data\clips_libricss\OV10_session0_clip186.wav,2,"['2961', '1320']"
data\clips_aug\overlay_2469.wav,data\clips_libricss\0L_session7_clip254.wav,data\clips_libricss\OV30_session4_clip27.wav,2,"['4077', '1320']"
data\clips_aug\overlay_2470.wav,data\clips_libricss\OV20_session3_clip453.wav,data\clips_libricss\0L_session0_clip299.wav,2,"['7729', '8224']"
data\clips_aug\overlay_2471.wav,data\clips_libricss\OV40_session4_clip317.wav,data\clips_libricss\OV30_session9_clip379.wav,2,"['8555', '1188']"
data\clips_aug\overlay_2472.wav,data\clips_libricss\0L_session8_clip247.wav,data\clips_libricss\0S_session3_clip7.wav,2,"['6930', '908']"
data\clips_aug\overlay_2473.wav,data\clips_libricss\OV10_session3_clip9.wav,data\clips_libricss\OV10_session0_clip340.wav,2,"['8224', '1320']"
data\clips_aug\overlay_2474.wav,data\clips_libricss\OV40_session3_clip366.wav,data\clips_libricss\0L_session5_clip64.wav,2,"['1320', '2094']"
data\clips_aug\overlay_2475.wav,data\clips_libricss\0S_session2_clip48.wav,data\clips_libricss\OV30_session7_clip536.wav,2,"['5639', '1284']"
data\clips_aug\overlay_2476.wav,data\clips_libricss\OV30_session5_clip143.wav,data\clips_libricss\OV40_session0_clip325.wav,2,"['8224', '7729']"
data\clips_aug\overlay_2477.wav,data\clips_libricss\0S_session8_clip538.wav,data\clips_libricss\OV40_session6_clip456.wav,2,"['3570', '2094']"
data\clips_aug\overlay_2478.wav,data\clips_libricss\OV40_session3_clip128.wav,data\clips_libricss\OV10_session7_clip348.wav,2,"['4077', '1995']"
data\clips_aug\overlay_2479.wav,data\clips_libricss\OV30_session6_clip117.wav,data\clips_libricss\0L_session9_clip8.wav,2,"['2094', '908']"
data\clips_aug\overlay_2480.wav,data\clips_libricss\OV10_session0_clip314.wav,data\clips_libricss\OV10_session1_clip169.wav,2,"['1995', '8224']"
data\clips_aug\overlay_2481.wav,data\clips_libricss\0S_session9_clip343.wav,data\clips_libricss\0S_session8_clip436.wav,2,"['7729', '61']"
data\clips_aug\overlay_2482.wav,data\clips_libricss\OV40_session1_clip484.wav,data\clips_libricss\0L_session4_clip143.wav,2,"['1580', '1188']"
data\clips_aug\overlay_2483.wav,data\clips_libricss\OV10_session9_clip274.wav,data\clips_libricss\OV30_session9_clip287.wav,2,"['2830', '61']"
data\clips_aug\overlay_2484.wav,data\clips_libricss\OV40_session0_clip265.wav,data\clips_libricss\OV40_session8_clip320.wav,2,"['121', '8230']"
data\clips_aug\overlay_2485.wav,data\clips_libricss\OV20_session5_clip404.wav,data\clips_libricss\OV30_session4_clip144.wav,2,"['2961', '1320']"
data\clips_aug\overlay_2486.wav,data\clips_libricss\0L_session3_clip490.wav,data\clips_libricss\OV20_session0_clip482.wav,2,"['2961', '6930']"
data\clips_aug\overlay_2487.wav,data\clips_libricss\OV10_session1_clip311.wav,data\clips_libricss\OV10_session2_clip490.wav,2,"['8555', '7729']"
data\clips_aug\overlay_2488.wav,data\clips_libricss\OV30_session6_clip357.wav,data\clips_libricss\OV10_session2_clip185.wav,2,"['5683', '1188']"
data\clips_aug\overlay_2489.wav,data\clips_libricss\OV40_session6_clip89.wav,data\clips_libricss\OV10_session5_clip46.wav,2,"['8230', '4970']"
data\clips_aug\overlay_2490.wav,data\clips_libricss\0L_session9_clip62.wav,data\clips_libricss\OV40_session8_clip497.wav,2,"['1089', '6930']"
data\clips_aug\overlay_2491.wav,data\clips_libricss\OV10_session2_clip84.wav,data\clips_libricss\0L_session9_clip44.wav,2,"['3729', '8555']"
data\clips_aug\overlay_2492.wav,data\clips_libricss\OV40_session0_clip80.wav,data\clips_libricss\OV20_session7_clip117.wav,2,"['1284', '4970']"
data\clips_aug\overlay_2493.wav,data\clips_libricss\OV40_session7_clip68.wav,data\clips_libricss\0S_session1_clip437.wav,2,"['8463', '1089']"
data\clips_aug\overlay_2494.wav,data\clips_libricss\0S_session6_clip193.wav,data\clips_libricss\OV20_session8_clip84.wav,2,"['260', '672']"
data\clips_aug\overlay_2495.wav,data\clips_libricss\0S_session9_clip33.wav,data\clips_libricss\0L_session2_clip273.wav,2,"['7021', '8555']"
data\clips_aug\overlay_2496.wav,data\clips_libricss\OV20_session8_clip528.wav,data\clips_libricss\OV40_session2_clip548.wav,2,"['2300', '1320']"
data\clips_aug\overlay_2497.wav,data\clips_libricss\OV10_session2_clip544.wav,data\clips_libricss\0S_session6_clip378.wav,2,"['7729', '3575']"
data\clips_aug\overlay_2498.wav,data\clips_libricss\OV30_session0_clip272.wav,data\clips_libricss\OV20_session1_clip459.wav,2,"['1995', '260']"
data\clips_aug\overlay_2499.wav,data\clips_libricss\0S_session1_clip139.wav,data\clips_libricss\OV40_session1_clip51.wav,2,"['5105', '7729']"
data\clips_aug\overlay_2500.wav,data\clips_libricss\OV20_session5_clip273.wav,data\clips_libricss\OV10_session6_clip434.wav,2,"['2961', '8555']"
data\clips_aug\overlay_2501.wav,data\clips_libricss\OV30_session5_clip471.wav,data\clips_libricss\0S_session4_clip235.wav,2,"['908', '2961']"
data\clips_aug\overlay_2502.wav,data\clips_libricss\OV10_session9_clip235.wav,data\clips_libricss\OV30_session5_clip52.wav,2,"['3570', '4077']"
data\clips_aug\overlay_2503.wav,data\clips_libricss\OV30_session7_clip423.wav,data\clips_libricss\0S_session2_clip337.wav,2,"['3570', '2961']"
data\clips_aug\overlay_2504.wav,data\clips_libricss\OV30_session0_clip408.wav,data\clips_libricss\0L_session5_clip182.wav,2,"['2961', '672']"
data\clips_aug\overlay_2505.wav,data\clips_libricss\OV10_session1_clip385.wav,data\clips_libricss\OV10_session2_clip593.wav,2,"['1188', '7729']"
data\clips_aug\overlay_2506.wav,data\clips_libricss\OV10_session2_clip574.wav,data\clips_libricss\0L_session7_clip252.wav,2,"['8463', '4077']"
data\clips_aug\overlay_2507.wav,data\clips_libricss\OV30_session6_clip81.wav,data\clips_libricss\0S_session5_clip91.wav,2,"['908', '2300']"
data\clips_aug\overlay_2508.wav,data\clips_libricss\OV30_session8_clip25.wav,data\clips_libricss\OV30_session5_clip406.wav,2,"['1188', '4077']"
data\clips_aug\overlay_2509.wav,data\clips_libricss\0L_session6_clip429.wav,data\clips_libricss\OV30_session0_clip304.wav,2,"['1188', '2961']"
data\clips_aug\overlay_2510.wav,data\clips_libricss\OV20_session2_clip215.wav,data\clips_libricss\0S_session6_clip405.wav,2,"['8230', '6829']"
data\clips_aug\overlay_2511.wav,data\clips_libricss\0L_session6_clip561.wav,data\clips_libricss\OV10_session7_clip222.wav,2,"['8455', '8463']"
data\clips_aug\overlay_2512.wav,data\clips_libricss\OV10_session9_clip475.wav,data\clips_libricss\OV20_session9_clip421.wav,2,"['8555', '1089']"
data\clips_aug\overlay_2513.wav,data\clips_libricss\OV10_session3_clip47.wav,data\clips_libricss\OV10_session5_clip65.wav,2,"['2300', '4507']"
data\clips_aug\overlay_2514.wav,data\clips_libricss\0L_session4_clip161.wav,data\clips_libricss\0S_session3_clip283.wav,2,"['1188', '1320']"
data\clips_aug\overlay_2515.wav,data\clips_libricss\OV40_session4_clip100.wav,data\clips_libricss\OV30_session8_clip148.wav,2,"['908', '3575']"
data\clips_aug\overlay_2516.wav,data\clips_libricss\OV40_session8_clip210.wav,data\clips_libricss\OV30_session5_clip486.wav,2,"['8230', '8224']"
data\clips_aug\overlay_2517.wav,data\clips_libricss\OV30_session7_clip192.wav,data\clips_libricss\OV20_session7_clip547.wav,2,"['2300', '4992']"
data\clips_aug\overlay_2518.wav,data\clips_libricss\OV30_session3_clip310.wav,data\clips_libricss\0S_session9_clip320.wav,2,"['5105', '8230']"
data\clips_aug\overlay_2519.wav,data\clips_libricss\OV10_session6_clip170.wav,data\clips_libricss\OV10_session6_clip524.wav,2,"['1089', '6829']"
data\clips_aug\overlay_2520.wav,data\clips_libricss\OV20_session7_clip164.wav,data\clips_libricss\OV40_session4_clip202.wav,2,"['2961', '4077']"
data\clips_aug\overlay_2521.wav,data\clips_libricss\OV30_session3_clip542.wav,data\clips_libricss\OV10_session4_clip580.wav,2,"['5105', '8224']"
data\clips_aug\overlay_2522.wav,data\clips_libricss\0L_session3_clip244.wav,data\clips_libricss\OV20_session4_clip601.wav,2,"['2961', '3729']"
data\clips_aug\overlay_2523.wav,data\clips_libricss\OV20_session5_clip118.wav,data\clips_libricss\OV20_session9_clip189.wav,2,"['3570', '4446']"
data\clips_aug\overlay_2524.wav,data\clips_libricss\0L_session9_clip273.wav,data\clips_libricss\0L_session9_clip6.wav,2,"['1089', '908']"
data\clips_aug\overlay_2525.wav,data\clips_libricss\OV40_session8_clip493.wav,data\clips_libricss\OV20_session4_clip592.wav,2,"['6930', '3729']"
data\clips_aug\overlay_2526.wav,data\clips_libricss\OV40_session0_clip285.wav,data\clips_libricss\OV40_session7_clip92.wav,2,"['3729', '8463']"
data\clips_aug\overlay_2527.wav,data\clips_libricss\0L_session4_clip189.wav,data\clips_libricss\0S_session3_clip153.wav,2,"['7729', '1089']"
data\clips_aug\overlay_2528.wav,data\clips_libricss\OV10_session5_clip546.wav,data\clips_libricss\0L_session4_clip564.wav,2,"['4970', '2961']"
data\clips_aug\overlay_2529.wav,data\clips_libricss\OV40_session4_clip450.wav,data\clips_libricss\0L_session7_clip175.wav,2,"['908', '8230']"
data\clips_aug\overlay_2530.wav,data\clips_libricss\OV30_session0_clip137.wav,data\clips_libricss\OV20_session1_clip416.wav,2,"['2961', '8224']"
data\clips_aug\overlay_2531.wav,data\clips_libricss\0L_session0_clip109.wav,data\clips_libricss\OV30_session2_clip209.wav,2,"['3575', '4507']"
data\clips_aug\overlay_2532.wav,data\clips_libricss\0S_session9_clip581.wav,data\clips_libricss\OV10_session5_clip164.wav,2,"['7021', '237']"
data\clips_aug\overlay_2533.wav,data\clips_libricss\0L_session9_clip599.wav,data\clips_libricss\OV40_session1_clip493.wav,2,"['1188', '7021']"
data\clips_aug\overlay_2534.wav,data\clips_libricss\OV30_session7_clip272.wav,data\clips_libricss\0S_session3_clip322.wav,2,"['4970', '672']"
data\clips_aug\overlay_2535.wav,data\clips_libricss\OV20_session2_clip522.wav,data\clips_libricss\OV30_session9_clip405.wav,2,"['2961', '7729']"
data\clips_aug\overlay_2536.wav,data\clips_libricss\OV10_session3_clip302.wav,data\clips_libricss\0S_session3_clip203.wav,2,"['2300', '1089']"
data\clips_aug\overlay_2537.wav,data\clips_libricss\OV20_session9_clip127.wav,data\clips_libricss\OV20_session4_clip503.wav,2,"['7176', '8230']"
data\clips_aug\overlay_2538.wav,data\clips_libricss\OV40_session5_clip148.wav,data\clips_libricss\OV30_session2_clip370.wav,2,"['1089', '4507']"
data\clips_aug\overlay_2539.wav,data\clips_libricss\OV20_session3_clip236.wav,data\clips_libricss\OV30_session6_clip260.wav,2,"['1320', '4992']"
data\clips_aug\overlay_2540.wav,data\clips_libricss\0L_session1_clip422.wav,data\clips_libricss\OV20_session8_clip74.wav,2,"['4507', '672']"
data\clips_aug\overlay_2541.wav,data\clips_libricss\OV40_session5_clip583.wav,data\clips_libricss\OV40_session3_clip549.wav,2,"['8224', '8463']"
data\clips_aug\overlay_2542.wav,data\clips_libricss\OV10_session8_clip376.wav,data\clips_libricss\OV10_session1_clip262.wav,2,"['672', '2094']"
data\clips_aug\overlay_2543.wav,data\clips_libricss\OV20_session1_clip554.wav,data\clips_libricss\OV30_session0_clip267.wav,2,"['1580', '1995']"
data\clips_aug\overlay_2544.wav,data\clips_libricss\OV20_session6_clip318.wav,data\clips_libricss\OV20_session5_clip55.wav,2,"['5105', '1284']"
data\clips_aug\overlay_2545.wav,data\clips_libricss\0L_session3_clip551.wav,data\clips_libricss\0L_session0_clip595.wav,2,"['1995', '5105']"
data\clips_aug\overlay_2546.wav,data\clips_libricss\OV10_session0_clip302.wav,data\clips_libricss\0S_session0_clip522.wav,2,"['1995', '4992']"
data\clips_aug\overlay_2547.wav,data\clips_libricss\OV40_session0_clip378.wav,data\clips_libricss\OV20_session5_clip76.wav,2,"['1284', '1188']"
data\clips_aug\overlay_2548.wav,data\clips_libricss\0S_session4_clip90.wav,data\clips_libricss\OV30_session4_clip245.wav,2,"['1221', '121']"
data\clips_aug\overlay_2549.wav,data\clips_libricss\OV10_session0_clip76.wav,data\clips_libricss\OV10_session6_clip596.wav,2,"['8455', '6829']"
data\clips_aug\overlay_2550.wav,data\clips_libricss\OV20_session8_clip530.wav,data\clips_libricss\OV40_session7_clip250.wav,2,"['7127', '1221']"
data\clips_aug\overlay_2551.wav,data\clips_libricss\OV20_session2_clip241.wav,data\clips_libricss\OV40_session5_clip286.wav,2,"['4507', '8224']"
data\clips_aug\overlay_2552.wav,data\clips_libricss\0L_session0_clip403.wav,data\clips_libricss\OV20_session8_clip340.wav,2,"['5683', '8230']"
data\clips_aug\overlay_2553.wav,data\clips_libricss\0S_session4_clip129.wav,data\clips_libricss\0S_session8_clip76.wav,2,"['2961', '1995']"
data\clips_aug\overlay_2554.wav,data\clips_libricss\OV20_session4_clip119.wav,data\clips_libricss\OV20_session3_clip304.wav,2,"['8230', '8455']"
data\clips_aug\overlay_2555.wav,data\clips_libricss\OV30_session3_clip99.wav,data\clips_libricss\OV30_session8_clip109.wav,2,"['260', '7021']"
data\clips_aug\overlay_2556.wav,data\clips_libricss\OV10_session7_clip600.wav,data\clips_libricss\0L_session4_clip179.wav,2,"['1995', '8230']"
data\clips_aug\overlay_2557.wav,data\clips_libricss\OV10_session9_clip476.wav,data\clips_libricss\OV10_session7_clip547.wav,2,"['8555', '1221']"
data\clips_aug\overlay_2558.wav,data\clips_libricss\OV10_session0_clip262.wav,data\clips_libricss\0S_session2_clip348.wav,2,"['1320', '2961']"
data\clips_aug\overlay_2559.wav,data\clips_libricss\0L_session1_clip534.wav,data\clips_libricss\OV30_session1_clip314.wav,2,"['237', '8455']"
data\clips_aug\overlay_2560.wav,data\clips_libricss\OV20_session0_clip514.wav,data\clips_libricss\0S_session4_clip559.wav,2,"['1284', '5683']"
data\clips_aug\overlay_2561.wav,data\clips_libricss\OV10_session2_clip555.wav,data\clips_libricss\OV10_session2_clip435.wav,2,"['1188', '7127']"
data\clips_aug\overlay_2562.wav,data\clips_libricss\0S_session2_clip293.wav,data\clips_libricss\OV40_session3_clip526.wav,2,"['7176', '4077']"
data\clips_aug\overlay_2563.wav,data\clips_libricss\OV40_session6_clip143.wav,data\clips_libricss\OV40_session7_clip267.wav,2,"['3575', '8455']"
data\clips_aug\overlay_2564.wav,data\clips_libricss\0L_session9_clip446.wav,data\clips_libricss\0S_session2_clip240.wav,2,"['2300', '2961']"
data\clips_aug\overlay_2565.wav,data\clips_libricss\0S_session2_clip322.wav,data\clips_libricss\OV30_session9_clip40.wav,2,"['8224', '1188']"
data\clips_aug\overlay_2566.wav,data\clips_libricss\0L_session2_clip22.wav,data\clips_libricss\0L_session3_clip215.wav,2,"['1188', '2961']"
data\clips_aug\overlay_2567.wav,data\clips_libricss\0S_session9_clip40.wav,data\clips_libricss\OV30_session1_clip52.wav,2,"['7021', '7729']"
data\clips_aug\overlay_2568.wav,data\clips_libricss\0S_session9_clip85.wav,data\clips_libricss\OV20_session6_clip282.wav,2,"['7729', '8224']"
data\clips_aug\overlay_2569.wav,data\clips_libricss\OV20_session7_clip241.wav,data\clips_libricss\OV10_session4_clip591.wav,2,"['6930', '8224']"
data\clips_aug\overlay_2570.wav,data\clips_libricss\OV20_session2_clip107.wav,data\clips_libricss\OV20_session0_clip38.wav,2,"['4507', '1089']"
data\clips_aug\overlay_2571.wav,data\clips_libricss\OV30_session3_clip303.wav,data\clips_libricss\OV10_session3_clip440.wav,2,"['5105', '7729']"
data\clips_aug\overlay_2572.wav,data\clips_libricss\0S_session6_clip557.wav,data\clips_libricss\0S_session2_clip236.wav,2,"['260', '2961']"
data\clips_aug\overlay_2573.wav,data\clips_libricss\0L_session4_clip563.wav,data\clips_libricss\0S_session6_clip249.wav,2,"['2961', '4507']"
data\clips_aug\overlay_2574.wav,data\clips_libricss\OV20_session3_clip477.wav,data\clips_libricss\0L_session0_clip56.wav,2,"['260', '121']"
data\clips_aug\overlay_2575.wav,data\clips_libricss\OV20_session9_clip589.wav,data\clips_libricss\OV10_session1_clip467.wav,2,"['7729', '2094']"
data\clips_aug\overlay_2576.wav,data\clips_libricss\OV20_session6_clip309.wav,data\clips_libricss\OV30_session1_clip426.wav,2,"['5105', '7729']"
data\clips_aug\overlay_2577.wav,data\clips_libricss\0S_session3_clip211.wav,data\clips_libricss\0L_session7_clip492.wav,2,"['5105', '2830']"
data\clips_aug\overlay_2578.wav,data\clips_libricss\OV10_session5_clip89.wav,data\clips_libricss\OV40_session9_clip202.wav,2,"['8230', '2961']"
data\clips_aug\overlay_2579.wav,data\clips_libricss\0L_session2_clip149.wav,data\clips_libricss\0L_session7_clip126.wav,2,"['121', '908']"
data\clips_aug\overlay_2580.wav,data\clips_libricss\0L_session8_clip314.wav,data\clips_libricss\0S_session7_clip96.wav,2,"['4992', '4077']"
data\clips_aug\overlay_2581.wav,data\clips_libricss\OV20_session7_clip361.wav,data\clips_libricss\0S_session0_clip310.wav,2,"['237', '6829']"
data\clips_aug\overlay_2582.wav,data\clips_libricss\OV40_session9_clip559.wav,data\clips_libricss\0S_session2_clip530.wav,2,"['1284', '7729']"
data\clips_aug\overlay_2583.wav,data\clips_libricss\OV40_session8_clip327.wav,data\clips_libricss\OV30_session9_clip203.wav,2,"['6930', '7021']"
data\clips_aug\overlay_2584.wav,data\clips_libricss\0S_session2_clip121.wav,data\clips_libricss\OV40_session5_clip367.wav,2,"['5639', '1284']"
data\clips_aug\overlay_2585.wav,data\clips_libricss\OV30_session1_clip220.wav,data\clips_libricss\0L_session0_clip139.wav,2,"['3575', '8224']"
data\clips_aug\overlay_2586.wav,data\clips_libricss\OV10_session6_clip371.wav,data\clips_libricss\0L_session4_clip419.wav,2,"['3575', '8463']"
data\clips_aug\overlay_2587.wav,data\clips_libricss\0S_session8_clip252.wav,data\clips_libricss\0S_session5_clip66.wav,2,"['3570', '1221']"
data\clips_aug\overlay_2588.wav,data\clips_libricss\0L_session8_clip144.wav,data\clips_libricss\OV10_session8_clip83.wav,2,"['2961', '7176']"
