spec_dir,clip_dir,speaker_count,speakers
data\specs_libricss\0S_session3_clip337.pt,data\clips_libricss\0S_session3_clip337.wav,1,['260']
data\specs_libricss\0S_session3_clip338.pt,data\clips_libricss\0S_session3_clip338.wav,1,['260']
data\specs_libricss\0S_session3_clip339.pt,data\clips_libricss\0S_session3_clip339.wav,1,['260']
data\specs_libricss\0S_session3_clip34.pt,data\clips_libricss\0S_session3_clip34.wav,1,['1320']
data\specs_libricss\0S_session3_clip340.pt,data\clips_libricss\0S_session3_clip340.wav,1,['260']
data\specs_libricss\0S_session3_clip341.pt,data\clips_libricss\0S_session3_clip341.wav,1,['1320']
data\specs_libricss\0S_session3_clip342.pt,data\clips_libricss\0S_session3_clip342.wav,1,['1320']
data\specs_libricss\0S_session3_clip343.pt,data\clips_libricss\0S_session3_clip343.wav,1,['1320']
data\specs_libricss\0S_session3_clip344.pt,data\clips_libricss\0S_session3_clip344.wav,1,['1320']
data\specs_libricss\0S_session3_clip345.pt,data\clips_libricss\0S_session3_clip345.wav,1,['1320']
data\specs_libricss\0S_session3_clip346.pt,data\clips_libricss\0S_session3_clip346.wav,1,['1320']
data\specs_libricss\0S_session3_clip347.pt,data\clips_libricss\0S_session3_clip347.wav,1,['1320']
data\specs_libricss\0S_session3_clip348.pt,data\clips_libricss\0S_session3_clip348.wav,2,"['61', '1320']"
data\specs_libricss\0S_session3_clip349.pt,data\clips_libricss\0S_session3_clip349.wav,1,['61']
data\specs_libricss\0S_session3_clip35.pt,data\clips_libricss\0S_session3_clip35.wav,1,['1320']
data\specs_libricss\0S_session3_clip350.pt,data\clips_libricss\0S_session3_clip350.wav,1,['61']
data\specs_libricss\0S_session3_clip351.pt,data\clips_libricss\0S_session3_clip351.wav,1,['61']
data\specs_libricss\0S_session3_clip352.pt,data\clips_libricss\0S_session3_clip352.wav,1,['260']
data\specs_libricss\0S_session3_clip353.pt,data\clips_libricss\0S_session3_clip353.wav,1,['260']
data\specs_libricss\0S_session3_clip354.pt,data\clips_libricss\0S_session3_clip354.wav,1,['260']
data\specs_libricss\0S_session3_clip355.pt,data\clips_libricss\0S_session3_clip355.wav,1,['260']
data\specs_libricss\0S_session3_clip356.pt,data\clips_libricss\0S_session3_clip356.wav,1,['260']
data\specs_libricss\0S_session3_clip357.pt,data\clips_libricss\0S_session3_clip357.wav,1,['260']
data\specs_libricss\0S_session3_clip358.pt,data\clips_libricss\0S_session3_clip358.wav,1,['260']
data\specs_libricss\0S_session3_clip359.pt,data\clips_libricss\0S_session3_clip359.wav,1,['260']
data\specs_libricss\0S_session3_clip36.pt,data\clips_libricss\0S_session3_clip36.wav,1,['1320']
data\specs_libricss\0S_session3_clip360.pt,data\clips_libricss\0S_session3_clip360.wav,1,['260']
data\specs_libricss\0S_session3_clip361.pt,data\clips_libricss\0S_session3_clip361.wav,1,['260']
data\specs_libricss\0S_session3_clip362.pt,data\clips_libricss\0S_session3_clip362.wav,1,['260']
data\specs_libricss\0S_session3_clip363.pt,data\clips_libricss\0S_session3_clip363.wav,1,['260']
data\specs_libricss\0S_session3_clip364.pt,data\clips_libricss\0S_session3_clip364.wav,1,['260']
data\specs_libricss\0S_session3_clip365.pt,data\clips_libricss\0S_session3_clip365.wav,1,['260']
data\specs_libricss\0S_session3_clip366.pt,data\clips_libricss\0S_session3_clip366.wav,1,['260']
data\specs_libricss\0S_session3_clip367.pt,data\clips_libricss\0S_session3_clip367.wav,1,['260']
data\specs_libricss\0S_session3_clip368.pt,data\clips_libricss\0S_session3_clip368.wav,1,['260']
data\specs_libricss\0S_session3_clip369.pt,data\clips_libricss\0S_session3_clip369.wav,1,['260']
data\specs_libricss\0S_session3_clip37.pt,data\clips_libricss\0S_session3_clip37.wav,1,['1089']
data\specs_libricss\0S_session3_clip370.pt,data\clips_libricss\0S_session3_clip370.wav,1,['260']
data\specs_libricss\0S_session3_clip371.pt,data\clips_libricss\0S_session3_clip371.wav,1,['260']
data\specs_libricss\0S_session3_clip372.pt,data\clips_libricss\0S_session3_clip372.wav,2,"['260', '1320']"
data\specs_libricss\0S_session3_clip373.pt,data\clips_libricss\0S_session3_clip373.wav,1,['1320']
data\specs_libricss\0S_session3_clip374.pt,data\clips_libricss\0S_session3_clip374.wav,1,['1320']
data\specs_libricss\0S_session3_clip375.pt,data\clips_libricss\0S_session3_clip375.wav,1,['1320']
data\specs_libricss\0S_session3_clip376.pt,data\clips_libricss\0S_session3_clip376.wav,1,['5105']
data\specs_libricss\0S_session3_clip377.pt,data\clips_libricss\0S_session3_clip377.wav,1,['5105']
data\specs_libricss\0S_session3_clip378.pt,data\clips_libricss\0S_session3_clip378.wav,1,['5105']
data\specs_libricss\0S_session3_clip379.pt,data\clips_libricss\0S_session3_clip379.wav,1,['5105']
data\specs_libricss\0S_session3_clip38.pt,data\clips_libricss\0S_session3_clip38.wav,1,['1089']
data\specs_libricss\0S_session3_clip380.pt,data\clips_libricss\0S_session3_clip380.wav,1,['5105']
data\specs_libricss\0S_session3_clip381.pt,data\clips_libricss\0S_session3_clip381.wav,1,['5105']
data\specs_libricss\0S_session3_clip382.pt,data\clips_libricss\0S_session3_clip382.wav,1,['5105']
data\specs_libricss\0S_session3_clip383.pt,data\clips_libricss\0S_session3_clip383.wav,1,['260']
data\specs_libricss\0S_session3_clip384.pt,data\clips_libricss\0S_session3_clip384.wav,1,['260']
data\specs_libricss\0S_session3_clip385.pt,data\clips_libricss\0S_session3_clip385.wav,1,['260']
data\specs_libricss\0S_session3_clip386.pt,data\clips_libricss\0S_session3_clip386.wav,1,['260']
data\specs_libricss\0S_session3_clip387.pt,data\clips_libricss\0S_session3_clip387.wav,1,['260']
data\specs_libricss\0S_session3_clip388.pt,data\clips_libricss\0S_session3_clip388.wav,1,['260']
data\specs_libricss\0S_session3_clip389.pt,data\clips_libricss\0S_session3_clip389.wav,1,['260']
data\specs_libricss\0S_session3_clip39.pt,data\clips_libricss\0S_session3_clip39.wav,1,['1089']
data\specs_libricss\0S_session3_clip390.pt,data\clips_libricss\0S_session3_clip390.wav,1,['260']
data\specs_libricss\0S_session3_clip391.pt,data\clips_libricss\0S_session3_clip391.wav,1,['260']
data\specs_libricss\0S_session3_clip392.pt,data\clips_libricss\0S_session3_clip392.wav,1,['260']
data\specs_libricss\0S_session3_clip393.pt,data\clips_libricss\0S_session3_clip393.wav,1,['260']
data\specs_libricss\0S_session3_clip394.pt,data\clips_libricss\0S_session3_clip394.wav,1,['260']
data\specs_libricss\0S_session3_clip395.pt,data\clips_libricss\0S_session3_clip395.wav,1,['260']
data\specs_libricss\0S_session3_clip396.pt,data\clips_libricss\0S_session3_clip396.wav,1,['260']
data\specs_libricss\0S_session3_clip397.pt,data\clips_libricss\0S_session3_clip397.wav,1,['260']
data\specs_libricss\0S_session3_clip398.pt,data\clips_libricss\0S_session3_clip398.wav,1,['260']
data\specs_libricss\0S_session3_clip399.pt,data\clips_libricss\0S_session3_clip399.wav,1,['908']
data\specs_libricss\0S_session3_clip4.pt,data\clips_libricss\0S_session3_clip4.wav,1,['908']
data\specs_libricss\0S_session3_clip40.pt,data\clips_libricss\0S_session3_clip40.wav,1,['1089']
data\specs_libricss\0S_session3_clip400.pt,data\clips_libricss\0S_session3_clip400.wav,1,['908']
data\specs_libricss\0S_session3_clip401.pt,data\clips_libricss\0S_session3_clip401.wav,1,['908']
data\specs_libricss\0S_session3_clip402.pt,data\clips_libricss\0S_session3_clip402.wav,1,['908']
data\specs_libricss\0S_session3_clip403.pt,data\clips_libricss\0S_session3_clip403.wav,1,['908']
data\specs_libricss\0S_session3_clip404.pt,data\clips_libricss\0S_session3_clip404.wav,1,['908']
data\specs_libricss\0S_session3_clip405.pt,data\clips_libricss\0S_session3_clip405.wav,1,['908']
data\specs_libricss\0S_session3_clip406.pt,data\clips_libricss\0S_session3_clip406.wav,1,['908']
data\specs_libricss\0S_session3_clip407.pt,data\clips_libricss\0S_session3_clip407.wav,1,['908']
data\specs_libricss\0S_session3_clip408.pt,data\clips_libricss\0S_session3_clip408.wav,1,['672']
data\specs_libricss\0S_session3_clip409.pt,data\clips_libricss\0S_session3_clip409.wav,1,['672']
data\specs_libricss\0S_session3_clip41.pt,data\clips_libricss\0S_session3_clip41.wav,1,['1089']
data\specs_libricss\0S_session3_clip410.pt,data\clips_libricss\0S_session3_clip410.wav,1,['672']
data\specs_libricss\0S_session3_clip411.pt,data\clips_libricss\0S_session3_clip411.wav,1,['6829']
data\specs_libricss\0S_session3_clip412.pt,data\clips_libricss\0S_session3_clip412.wav,1,['6829']
data\specs_libricss\0S_session3_clip413.pt,data\clips_libricss\0S_session3_clip413.wav,1,['6829']
data\specs_libricss\0S_session3_clip414.pt,data\clips_libricss\0S_session3_clip414.wav,1,['6829']
data\specs_libricss\0S_session3_clip415.pt,data\clips_libricss\0S_session3_clip415.wav,1,['6829']
data\specs_libricss\0S_session3_clip416.pt,data\clips_libricss\0S_session3_clip416.wav,1,['6829']
data\specs_libricss\0S_session3_clip417.pt,data\clips_libricss\0S_session3_clip417.wav,1,['6829']
data\specs_libricss\0S_session3_clip418.pt,data\clips_libricss\0S_session3_clip418.wav,1,['6829']
data\specs_libricss\0S_session3_clip419.pt,data\clips_libricss\0S_session3_clip419.wav,1,['6829']
data\specs_libricss\0S_session3_clip42.pt,data\clips_libricss\0S_session3_clip42.wav,1,['1089']
data\specs_libricss\0S_session3_clip420.pt,data\clips_libricss\0S_session3_clip420.wav,1,['6829']
data\specs_libricss\0S_session3_clip421.pt,data\clips_libricss\0S_session3_clip421.wav,1,['6829']
data\specs_libricss\0S_session3_clip422.pt,data\clips_libricss\0S_session3_clip422.wav,2,"['5105', '6829']"
data\specs_libricss\0S_session3_clip423.pt,data\clips_libricss\0S_session3_clip423.wav,1,['5105']
data\specs_libricss\0S_session3_clip424.pt,data\clips_libricss\0S_session3_clip424.wav,1,['5105']
data\specs_libricss\0S_session3_clip425.pt,data\clips_libricss\0S_session3_clip425.wav,1,['5105']
data\specs_libricss\0S_session3_clip426.pt,data\clips_libricss\0S_session3_clip426.wav,1,['5105']
data\specs_libricss\0S_session3_clip427.pt,data\clips_libricss\0S_session3_clip427.wav,1,['5105']
data\specs_libricss\0S_session3_clip428.pt,data\clips_libricss\0S_session3_clip428.wav,1,['5105']
data\specs_libricss\0S_session3_clip429.pt,data\clips_libricss\0S_session3_clip429.wav,1,['5105']
data\specs_libricss\0S_session3_clip43.pt,data\clips_libricss\0S_session3_clip43.wav,1,['1089']
data\specs_libricss\0S_session3_clip430.pt,data\clips_libricss\0S_session3_clip430.wav,1,['5105']
data\specs_libricss\0S_session3_clip431.pt,data\clips_libricss\0S_session3_clip431.wav,1,['5105']
data\specs_libricss\0S_session3_clip432.pt,data\clips_libricss\0S_session3_clip432.wav,1,['5105']
data\specs_libricss\0S_session3_clip433.pt,data\clips_libricss\0S_session3_clip433.wav,1,['5105']
data\specs_libricss\0S_session3_clip434.pt,data\clips_libricss\0S_session3_clip434.wav,1,['5105']
data\specs_libricss\0S_session3_clip435.pt,data\clips_libricss\0S_session3_clip435.wav,2,"['5105', '1089']"
data\specs_libricss\0S_session3_clip436.pt,data\clips_libricss\0S_session3_clip436.wav,1,['1089']
data\specs_libricss\0S_session3_clip437.pt,data\clips_libricss\0S_session3_clip437.wav,1,['1089']
data\specs_libricss\0S_session3_clip438.pt,data\clips_libricss\0S_session3_clip438.wav,1,['1320']
data\specs_libricss\0S_session3_clip439.pt,data\clips_libricss\0S_session3_clip439.wav,1,['1320']
data\specs_libricss\0S_session3_clip44.pt,data\clips_libricss\0S_session3_clip44.wav,1,['1089']
data\specs_libricss\0S_session3_clip440.pt,data\clips_libricss\0S_session3_clip440.wav,1,['1320']
data\specs_libricss\0S_session3_clip441.pt,data\clips_libricss\0S_session3_clip441.wav,1,['1320']
data\specs_libricss\0S_session3_clip442.pt,data\clips_libricss\0S_session3_clip442.wav,2,"['908', '1320']"
data\specs_libricss\0S_session3_clip443.pt,data\clips_libricss\0S_session3_clip443.wav,1,['908']
data\specs_libricss\0S_session3_clip444.pt,data\clips_libricss\0S_session3_clip444.wav,1,['908']
data\specs_libricss\0S_session3_clip445.pt,data\clips_libricss\0S_session3_clip445.wav,1,['908']
data\specs_libricss\0S_session3_clip446.pt,data\clips_libricss\0S_session3_clip446.wav,1,['908']
data\specs_libricss\0S_session3_clip447.pt,data\clips_libricss\0S_session3_clip447.wav,1,['908']
data\specs_libricss\0S_session3_clip448.pt,data\clips_libricss\0S_session3_clip448.wav,1,['672']
data\specs_libricss\0S_session3_clip449.pt,data\clips_libricss\0S_session3_clip449.wav,1,['672']
data\specs_libricss\0S_session3_clip45.pt,data\clips_libricss\0S_session3_clip45.wav,1,['1089']
data\specs_libricss\0S_session3_clip450.pt,data\clips_libricss\0S_session3_clip450.wav,1,['672']
data\specs_libricss\0S_session3_clip451.pt,data\clips_libricss\0S_session3_clip451.wav,1,['672']
data\specs_libricss\0S_session3_clip452.pt,data\clips_libricss\0S_session3_clip452.wav,1,['672']
data\specs_libricss\0S_session3_clip453.pt,data\clips_libricss\0S_session3_clip453.wav,1,['672']
data\specs_libricss\0S_session3_clip454.pt,data\clips_libricss\0S_session3_clip454.wav,1,['672']
data\specs_libricss\0S_session3_clip455.pt,data\clips_libricss\0S_session3_clip455.wav,1,['672']
data\specs_libricss\0S_session3_clip456.pt,data\clips_libricss\0S_session3_clip456.wav,1,['672']
data\specs_libricss\0S_session3_clip457.pt,data\clips_libricss\0S_session3_clip457.wav,1,['1089']
data\specs_libricss\0S_session3_clip458.pt,data\clips_libricss\0S_session3_clip458.wav,1,['1089']
data\specs_libricss\0S_session3_clip459.pt,data\clips_libricss\0S_session3_clip459.wav,1,['1089']
data\specs_libricss\0S_session3_clip46.pt,data\clips_libricss\0S_session3_clip46.wav,1,['1089']
data\specs_libricss\0S_session3_clip460.pt,data\clips_libricss\0S_session3_clip460.wav,1,['1089']
data\specs_libricss\0S_session3_clip461.pt,data\clips_libricss\0S_session3_clip461.wav,1,['1089']
data\specs_libricss\0S_session3_clip462.pt,data\clips_libricss\0S_session3_clip462.wav,1,['1089']
data\specs_libricss\0S_session3_clip463.pt,data\clips_libricss\0S_session3_clip463.wav,1,['1089']
data\specs_libricss\0S_session3_clip464.pt,data\clips_libricss\0S_session3_clip464.wav,1,['672']
data\specs_libricss\0S_session3_clip465.pt,data\clips_libricss\0S_session3_clip465.wav,1,['672']
data\specs_libricss\0S_session3_clip466.pt,data\clips_libricss\0S_session3_clip466.wav,1,['672']
data\specs_libricss\0S_session3_clip467.pt,data\clips_libricss\0S_session3_clip467.wav,1,['6829']
data\specs_libricss\0S_session3_clip468.pt,data\clips_libricss\0S_session3_clip468.wav,1,['6829']
data\specs_libricss\0S_session3_clip469.pt,data\clips_libricss\0S_session3_clip469.wav,1,['6829']
data\specs_libricss\0S_session3_clip47.pt,data\clips_libricss\0S_session3_clip47.wav,1,['1089']
data\specs_libricss\0S_session3_clip470.pt,data\clips_libricss\0S_session3_clip470.wav,1,['6829']
data\specs_libricss\0S_session3_clip471.pt,data\clips_libricss\0S_session3_clip471.wav,2,"['61', '6829']"
data\specs_libricss\0S_session3_clip472.pt,data\clips_libricss\0S_session3_clip472.wav,1,['61']
data\specs_libricss\0S_session3_clip473.pt,data\clips_libricss\0S_session3_clip473.wav,1,['61']
data\specs_libricss\0S_session3_clip474.pt,data\clips_libricss\0S_session3_clip474.wav,1,['61']
data\specs_libricss\0S_session3_clip475.pt,data\clips_libricss\0S_session3_clip475.wav,2,"['61', '672']"
data\specs_libricss\0S_session3_clip476.pt,data\clips_libricss\0S_session3_clip476.wav,1,['672']
data\specs_libricss\0S_session3_clip477.pt,data\clips_libricss\0S_session3_clip477.wav,1,['672']
data\specs_libricss\0S_session3_clip478.pt,data\clips_libricss\0S_session3_clip478.wav,1,['672']
data\specs_libricss\0S_session3_clip479.pt,data\clips_libricss\0S_session3_clip479.wav,1,['6829']
data\specs_libricss\0S_session3_clip48.pt,data\clips_libricss\0S_session3_clip48.wav,1,['1089']
data\specs_libricss\0S_session3_clip480.pt,data\clips_libricss\0S_session3_clip480.wav,1,['6829']
data\specs_libricss\0S_session3_clip481.pt,data\clips_libricss\0S_session3_clip481.wav,1,['6829']
data\specs_libricss\0S_session3_clip482.pt,data\clips_libricss\0S_session3_clip482.wav,1,['6829']
data\specs_libricss\0S_session3_clip483.pt,data\clips_libricss\0S_session3_clip483.wav,1,['6829']
data\specs_libricss\0S_session3_clip484.pt,data\clips_libricss\0S_session3_clip484.wav,1,['5105']
data\specs_libricss\0S_session3_clip485.pt,data\clips_libricss\0S_session3_clip485.wav,1,['5105']
data\specs_libricss\0S_session3_clip486.pt,data\clips_libricss\0S_session3_clip486.wav,1,['5105']
data\specs_libricss\0S_session3_clip487.pt,data\clips_libricss\0S_session3_clip487.wav,1,['5105']
data\specs_libricss\0S_session3_clip488.pt,data\clips_libricss\0S_session3_clip488.wav,1,['5105']
data\specs_libricss\0S_session3_clip489.pt,data\clips_libricss\0S_session3_clip489.wav,1,['5105']
data\specs_libricss\0S_session3_clip49.pt,data\clips_libricss\0S_session3_clip49.wav,1,['1089']
data\specs_libricss\0S_session3_clip490.pt,data\clips_libricss\0S_session3_clip490.wav,1,['5105']
data\specs_libricss\0S_session3_clip491.pt,data\clips_libricss\0S_session3_clip491.wav,1,['61']
data\specs_libricss\0S_session3_clip492.pt,data\clips_libricss\0S_session3_clip492.wav,1,['61']
data\specs_libricss\0S_session3_clip493.pt,data\clips_libricss\0S_session3_clip493.wav,1,['61']
data\specs_libricss\0S_session3_clip494.pt,data\clips_libricss\0S_session3_clip494.wav,1,['61']
data\specs_libricss\0S_session3_clip495.pt,data\clips_libricss\0S_session3_clip495.wav,1,['61']
data\specs_libricss\0S_session3_clip496.pt,data\clips_libricss\0S_session3_clip496.wav,1,['908']
data\specs_libricss\0S_session3_clip497.pt,data\clips_libricss\0S_session3_clip497.wav,1,['908']
data\specs_libricss\0S_session3_clip498.pt,data\clips_libricss\0S_session3_clip498.wav,1,['908']
data\specs_libricss\0S_session3_clip499.pt,data\clips_libricss\0S_session3_clip499.wav,1,['908']
data\specs_libricss\0S_session3_clip5.pt,data\clips_libricss\0S_session3_clip5.wav,1,['908']
data\specs_libricss\0S_session3_clip50.pt,data\clips_libricss\0S_session3_clip50.wav,1,['1089']
data\specs_libricss\0S_session3_clip500.pt,data\clips_libricss\0S_session3_clip500.wav,1,['908']
data\specs_libricss\0S_session3_clip501.pt,data\clips_libricss\0S_session3_clip501.wav,2,"['908', '1320']"
data\specs_libricss\0S_session3_clip502.pt,data\clips_libricss\0S_session3_clip502.wav,1,['1320']
data\specs_libricss\0S_session3_clip503.pt,data\clips_libricss\0S_session3_clip503.wav,1,['1320']
data\specs_libricss\0S_session3_clip504.pt,data\clips_libricss\0S_session3_clip504.wav,1,['1320']
data\specs_libricss\0S_session3_clip505.pt,data\clips_libricss\0S_session3_clip505.wav,1,['6829']
data\specs_libricss\0S_session3_clip506.pt,data\clips_libricss\0S_session3_clip506.wav,1,['6829']
data\specs_libricss\0S_session3_clip507.pt,data\clips_libricss\0S_session3_clip507.wav,1,['6829']
data\specs_libricss\0S_session3_clip508.pt,data\clips_libricss\0S_session3_clip508.wav,2,"['908', '6829']"
data\specs_libricss\0S_session3_clip509.pt,data\clips_libricss\0S_session3_clip509.wav,1,['908']
data\specs_libricss\0S_session3_clip51.pt,data\clips_libricss\0S_session3_clip51.wav,1,['1089']
data\specs_libricss\0S_session3_clip510.pt,data\clips_libricss\0S_session3_clip510.wav,1,['908']
data\specs_libricss\0S_session3_clip511.pt,data\clips_libricss\0S_session3_clip511.wav,1,['908']
data\specs_libricss\0S_session3_clip512.pt,data\clips_libricss\0S_session3_clip512.wav,1,['908']
data\specs_libricss\0S_session3_clip513.pt,data\clips_libricss\0S_session3_clip513.wav,1,['908']
data\specs_libricss\0S_session3_clip514.pt,data\clips_libricss\0S_session3_clip514.wav,1,['908']
data\specs_libricss\0S_session3_clip515.pt,data\clips_libricss\0S_session3_clip515.wav,1,['908']
data\specs_libricss\0S_session3_clip516.pt,data\clips_libricss\0S_session3_clip516.wav,1,['908']
data\specs_libricss\0S_session3_clip517.pt,data\clips_libricss\0S_session3_clip517.wav,2,"['908', '5105']"
data\specs_libricss\0S_session3_clip518.pt,data\clips_libricss\0S_session3_clip518.wav,1,['5105']
data\specs_libricss\0S_session3_clip519.pt,data\clips_libricss\0S_session3_clip519.wav,1,['5105']
data\specs_libricss\0S_session3_clip52.pt,data\clips_libricss\0S_session3_clip52.wav,1,['1089']
data\specs_libricss\0S_session3_clip520.pt,data\clips_libricss\0S_session3_clip520.wav,1,['672']
data\specs_libricss\0S_session3_clip521.pt,data\clips_libricss\0S_session3_clip521.wav,1,['672']
data\specs_libricss\0S_session3_clip522.pt,data\clips_libricss\0S_session3_clip522.wav,1,['672']
data\specs_libricss\0S_session3_clip523.pt,data\clips_libricss\0S_session3_clip523.wav,1,['672']
data\specs_libricss\0S_session3_clip524.pt,data\clips_libricss\0S_session3_clip524.wav,1,['908']
data\specs_libricss\0S_session3_clip525.pt,data\clips_libricss\0S_session3_clip525.wav,1,['908']
data\specs_libricss\0S_session3_clip526.pt,data\clips_libricss\0S_session3_clip526.wav,1,['908']
data\specs_libricss\0S_session3_clip527.pt,data\clips_libricss\0S_session3_clip527.wav,1,['908']
data\specs_libricss\0S_session3_clip528.pt,data\clips_libricss\0S_session3_clip528.wav,1,['672']
data\specs_libricss\0S_session3_clip529.pt,data\clips_libricss\0S_session3_clip529.wav,1,['672']
data\specs_libricss\0S_session3_clip53.pt,data\clips_libricss\0S_session3_clip53.wav,1,['1089']
data\specs_libricss\0S_session3_clip530.pt,data\clips_libricss\0S_session3_clip530.wav,1,['672']
data\specs_libricss\0S_session3_clip531.pt,data\clips_libricss\0S_session3_clip531.wav,1,['672']
data\specs_libricss\0S_session3_clip532.pt,data\clips_libricss\0S_session3_clip532.wav,1,['672']
data\specs_libricss\0S_session3_clip533.pt,data\clips_libricss\0S_session3_clip533.wav,1,['672']
data\specs_libricss\0S_session3_clip534.pt,data\clips_libricss\0S_session3_clip534.wav,1,['672']
data\specs_libricss\0S_session3_clip535.pt,data\clips_libricss\0S_session3_clip535.wav,1,['672']
data\specs_libricss\0S_session3_clip536.pt,data\clips_libricss\0S_session3_clip536.wav,1,['672']
data\specs_libricss\0S_session3_clip537.pt,data\clips_libricss\0S_session3_clip537.wav,1,['672']
data\specs_libricss\0S_session3_clip538.pt,data\clips_libricss\0S_session3_clip538.wav,1,['672']
data\specs_libricss\0S_session3_clip539.pt,data\clips_libricss\0S_session3_clip539.wav,1,['672']
data\specs_libricss\0S_session3_clip54.pt,data\clips_libricss\0S_session3_clip54.wav,1,['1089']
data\specs_libricss\0S_session3_clip540.pt,data\clips_libricss\0S_session3_clip540.wav,1,['672']
data\specs_libricss\0S_session3_clip541.pt,data\clips_libricss\0S_session3_clip541.wav,1,['908']
data\specs_libricss\0S_session3_clip542.pt,data\clips_libricss\0S_session3_clip542.wav,1,['908']
data\specs_libricss\0S_session3_clip543.pt,data\clips_libricss\0S_session3_clip543.wav,1,['908']
data\specs_libricss\0S_session3_clip544.pt,data\clips_libricss\0S_session3_clip544.wav,1,['908']
data\specs_libricss\0S_session3_clip545.pt,data\clips_libricss\0S_session3_clip545.wav,1,['908']
data\specs_libricss\0S_session3_clip546.pt,data\clips_libricss\0S_session3_clip546.wav,1,['908']
data\specs_libricss\0S_session3_clip547.pt,data\clips_libricss\0S_session3_clip547.wav,1,['5105']
data\specs_libricss\0S_session3_clip548.pt,data\clips_libricss\0S_session3_clip548.wav,1,['5105']
data\specs_libricss\0S_session3_clip549.pt,data\clips_libricss\0S_session3_clip549.wav,1,['5105']
data\specs_libricss\0S_session3_clip55.pt,data\clips_libricss\0S_session3_clip55.wav,1,['1089']
data\specs_libricss\0S_session3_clip550.pt,data\clips_libricss\0S_session3_clip550.wav,1,['5105']
data\specs_libricss\0S_session3_clip551.pt,data\clips_libricss\0S_session3_clip551.wav,1,['5105']
data\specs_libricss\0S_session3_clip552.pt,data\clips_libricss\0S_session3_clip552.wav,1,['5105']
data\specs_libricss\0S_session3_clip553.pt,data\clips_libricss\0S_session3_clip553.wav,1,['672']
data\specs_libricss\0S_session3_clip554.pt,data\clips_libricss\0S_session3_clip554.wav,1,['672']
data\specs_libricss\0S_session3_clip555.pt,data\clips_libricss\0S_session3_clip555.wav,1,['672']
data\specs_libricss\0S_session3_clip556.pt,data\clips_libricss\0S_session3_clip556.wav,2,"['6829', '672']"
data\specs_libricss\0S_session3_clip557.pt,data\clips_libricss\0S_session3_clip557.wav,1,['6829']
data\specs_libricss\0S_session3_clip558.pt,data\clips_libricss\0S_session3_clip558.wav,1,['6829']
data\specs_libricss\0S_session3_clip559.pt,data\clips_libricss\0S_session3_clip559.wav,1,['1089']
data\specs_libricss\0S_session3_clip56.pt,data\clips_libricss\0S_session3_clip56.wav,1,['1089']
data\specs_libricss\0S_session3_clip560.pt,data\clips_libricss\0S_session3_clip560.wav,1,['1089']
data\specs_libricss\0S_session3_clip561.pt,data\clips_libricss\0S_session3_clip561.wav,1,['1089']
data\specs_libricss\0S_session3_clip562.pt,data\clips_libricss\0S_session3_clip562.wav,1,['1089']
data\specs_libricss\0S_session3_clip563.pt,data\clips_libricss\0S_session3_clip563.wav,1,['1089']
data\specs_libricss\0S_session3_clip564.pt,data\clips_libricss\0S_session3_clip564.wav,1,['1089']
data\specs_libricss\0S_session3_clip565.pt,data\clips_libricss\0S_session3_clip565.wav,1,['1089']
data\specs_libricss\0S_session3_clip566.pt,data\clips_libricss\0S_session3_clip566.wav,1,['1089']
data\specs_libricss\0S_session3_clip567.pt,data\clips_libricss\0S_session3_clip567.wav,1,['1089']
data\specs_libricss\0S_session3_clip568.pt,data\clips_libricss\0S_session3_clip568.wav,1,['1089']
data\specs_libricss\0S_session3_clip569.pt,data\clips_libricss\0S_session3_clip569.wav,1,['1089']
data\specs_libricss\0S_session3_clip57.pt,data\clips_libricss\0S_session3_clip57.wav,1,['1089']
data\specs_libricss\0S_session3_clip570.pt,data\clips_libricss\0S_session3_clip570.wav,1,['1089']
data\specs_libricss\0S_session3_clip571.pt,data\clips_libricss\0S_session3_clip571.wav,1,['1089']
data\specs_libricss\0S_session3_clip572.pt,data\clips_libricss\0S_session3_clip572.wav,2,"['61', '1089']"
data\specs_libricss\0S_session3_clip573.pt,data\clips_libricss\0S_session3_clip573.wav,1,['61']
data\specs_libricss\0S_session3_clip574.pt,data\clips_libricss\0S_session3_clip574.wav,1,['61']
data\specs_libricss\0S_session3_clip575.pt,data\clips_libricss\0S_session3_clip575.wav,1,['61']
data\specs_libricss\0S_session3_clip576.pt,data\clips_libricss\0S_session3_clip576.wav,1,['61']
data\specs_libricss\0S_session3_clip577.pt,data\clips_libricss\0S_session3_clip577.wav,1,['61']
data\specs_libricss\0S_session3_clip578.pt,data\clips_libricss\0S_session3_clip578.wav,1,['61']
data\specs_libricss\0S_session3_clip579.pt,data\clips_libricss\0S_session3_clip579.wav,1,['61']
data\specs_libricss\0S_session3_clip58.pt,data\clips_libricss\0S_session3_clip58.wav,2,"['260', '1089']"
data\specs_libricss\0S_session3_clip580.pt,data\clips_libricss\0S_session3_clip580.wav,1,['61']
data\specs_libricss\0S_session3_clip581.pt,data\clips_libricss\0S_session3_clip581.wav,1,['61']
data\specs_libricss\0S_session3_clip582.pt,data\clips_libricss\0S_session3_clip582.wav,2,"['61', '260']"
data\specs_libricss\0S_session3_clip583.pt,data\clips_libricss\0S_session3_clip583.wav,1,['260']
data\specs_libricss\0S_session3_clip584.pt,data\clips_libricss\0S_session3_clip584.wav,1,['260']
