clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_21770.wav,data\clips_aug\overlay_5225.wav,data\clips_libricss\0L_session2_clip57.wav,3,"['4970', '1580', '7729']"
data\clips_aug\overlay_21771.wav,data\clips_aug\overlay_16341.wav,data\clips_libricss\0L_session1_clip232.wav,3,"['5639', '3729', '3575']"
data\clips_aug\overlay_21772.wav,data\clips_aug\overlay_867.wav,data\clips_libricss\0S_session2_clip465.wav,3,"['260', '7729', '7176']"
data\clips_aug\overlay_21773.wav,data\clips_libricss\OV40_session9_clip282.wav,data\clips_libricss\0L_session8_clip58.wav,3,"['3575', '1284', '672']"
data\clips_aug\overlay_21774.wav,data\clips_aug\overlay_2502.wav,data\clips_libricss\OV10_session8_clip413.wav,3,"['3570', '4077', '7729']"
data\clips_aug\overlay_21775.wav,data\clips_aug\overlay_7112.wav,data\clips_libricss\0S_session8_clip148.wav,3,"['8230', '4992', '1995']"
data\clips_aug\overlay_21776.wav,data\clips_libricss\OV40_session1_clip436.wav,data\clips_libricss\OV10_session8_clip90.wav,3,"['7729', '7021', '7176']"
data\clips_aug\overlay_21777.wav,data\clips_aug\overlay_11359.wav,data\clips_libricss\OV30_session3_clip161.wav,3,"['672', '237', '7729']"
data\clips_aug\overlay_21778.wav,data\clips_libricss\OV40_session6_clip541.wav,data\clips_libricss\OV10_session7_clip412.wav,3,"['8230', '1188', '1995']"
data\clips_aug\overlay_21779.wav,data\clips_aug\overlay_18768.wav,data\clips_libricss\OV20_session0_clip63.wav,3,"['908', '3575', '7127']"
data\clips_aug\overlay_21780.wav,data\clips_libricss\OV30_session5_clip236.wav,data\clips_libricss\OV40_session3_clip164.wav,3,"['3729', '8224', '4077']"
data\clips_aug\overlay_21781.wav,data\clips_aug\overlay_816.wav,data\clips_libricss\0L_session5_clip414.wav,3,"['1089', '5105', '4992']"
data\clips_aug\overlay_21782.wav,data\clips_aug\overlay_13358.wav,data\clips_libricss\0L_session5_clip134.wav,3,"['121', '3570', '2094']"
data\clips_aug\overlay_21783.wav,data\clips_aug\overlay_9161.wav,data\clips_libricss\0L_session9_clip538.wav,3,"['7021', '8230', '1188']"
data\clips_aug\overlay_21784.wav,data\clips_aug\overlay_9263.wav,data\clips_libricss\OV10_session3_clip51.wav,3,"['2961', '7021', '3575']"
data\clips_aug\overlay_21785.wav,data\clips_aug\overlay_18526.wav,data\clips_libricss\0L_session2_clip527.wav,3,"['121', '3729', '1995']"
data\clips_aug\overlay_21786.wav,data\clips_aug\overlay_18851.wav,data\clips_libricss\0S_session0_clip61.wav,3,"['121', '1188', '4077']"
data\clips_aug\overlay_21787.wav,data\clips_aug\overlay_16566.wav,data\clips_libricss\OV10_session4_clip175.wav,3,"['1284', '1188', '8224']"
data\clips_aug\overlay_21788.wav,data\clips_aug\overlay_12404.wav,data\clips_libricss\OV20_session6_clip409.wav,3,"['3729', '8555', '8224']"
data\clips_aug\overlay_21789.wav,data\clips_aug\overlay_4590.wav,data\clips_libricss\0L_session9_clip278.wav,3,"['8463', '6930', '908']"
data\clips_aug\overlay_21790.wav,data\clips_aug\overlay_16914.wav,data\clips_libricss\0L_session9_clip359.wav,3,"['3570', '8230', '1188']"
data\clips_aug\overlay_21791.wav,data\clips_libricss\OV40_session5_clip188.wav,data\clips_libricss\OV10_session1_clip415.wav,3,"['4507', '1089', '8463']"
data\clips_aug\overlay_21792.wav,data\clips_aug\overlay_16738.wav,data\clips_libricss\0S_session5_clip428.wav,3,"['260', '8224', '4507']"
data\clips_aug\overlay_21793.wav,data\clips_libricss\OV30_session6_clip458.wav,data\clips_libricss\0L_session1_clip350.wav,3,"['6829', '61', '2961']"
data\clips_aug\overlay_21794.wav,data\clips_aug\overlay_12721.wav,data\clips_libricss\OV20_session1_clip97.wav,3,"['8463', '1089', '1320']"
data\clips_aug\overlay_21795.wav,data\clips_libricss\OV20_session0_clip314.wav,data\clips_libricss\0S_session6_clip134.wav,3,"['4507', '1284', '4970']"
data\clips_aug\overlay_21796.wav,data\clips_aug\overlay_9481.wav,data\clips_libricss\0S_session5_clip178.wav,3,"['4077', '1284', '2300']"
data\clips_aug\overlay_21797.wav,data\clips_aug\overlay_16821.wav,data\clips_libricss\OV10_session2_clip168.wav,3,"['2961', '8230', '1188']"
data\clips_aug\overlay_21798.wav,data\clips_libricss\OV30_session3_clip555.wav,data\clips_libricss\OV10_session4_clip107.wav,3,"['7729', '5105', '1188']"
data\clips_aug\overlay_21799.wav,data\clips_aug\overlay_6322.wav,data\clips_libricss\OV20_session4_clip166.wav,3,"['1320', '8555', '1089']"
data\clips_aug\overlay_21800.wav,data\clips_aug\overlay_1962.wav,data\clips_libricss\OV30_session2_clip207.wav,3,"['5683', '908', '4507']"
data\clips_aug\overlay_21801.wav,data\clips_aug\overlay_2928.wav,data\clips_libricss\OV40_session7_clip66.wav,3,"['1188', '3729', '8463']"
data\clips_aug\overlay_21802.wav,data\clips_aug\overlay_6370.wav,data\clips_libricss\0S_session6_clip475.wav,3,"['3729', '1320', '4507']"
data\clips_aug\overlay_21803.wav,data\clips_aug\overlay_7135.wav,data\clips_libricss\OV10_session1_clip323.wav,3,"['2830', '8463', '8555']"
data\clips_aug\overlay_21804.wav,data\clips_aug\overlay_16046.wav,data\clips_libricss\0L_session2_clip536.wav,3,"['7729', '6930', '1188']"
data\clips_aug\overlay_21805.wav,data\clips_aug\overlay_14198.wav,data\clips_libricss\OV10_session4_clip542.wav,3,"['61', '1188', '8224']"
data\clips_aug\overlay_21806.wav,data\clips_libricss\OV20_session6_clip297.wav,data\clips_libricss\0S_session3_clip154.wav,3,"['7176', '5105', '1089']"
data\clips_aug\overlay_21807.wav,data\clips_aug\overlay_9316.wav,data\clips_libricss\0L_session4_clip169.wav,3,"['8230', '4077', '1188']"
data\clips_aug\overlay_21808.wav,data\clips_aug\overlay_5645.wav,data\clips_libricss\0S_session6_clip402.wav,3,"['8455', '8230', '260']"
data\clips_aug\overlay_21809.wav,data\clips_aug\overlay_3476.wav,data\clips_libricss\0L_session3_clip380.wav,3,"['7729', '3570', '7021']"
data\clips_aug\overlay_21810.wav,data\clips_aug\overlay_675.wav,data\clips_libricss\0L_session3_clip484.wav,3,"['7127', '8230', '2961']"
data\clips_aug\overlay_21811.wav,data\clips_aug\overlay_11147.wav,data\clips_libricss\0S_session7_clip214.wav,3,"['3570', '6930', '3729']"
data\clips_aug\overlay_21812.wav,data\clips_aug\overlay_3109.wav,data\clips_libricss\OV40_session7_clip387.wav,3,"['2961', '8463', '1221']"
data\clips_aug\overlay_21813.wav,data\clips_aug\overlay_13451.wav,data\clips_libricss\OV30_session4_clip425.wav,3,"['7021', '2961', '8555']"
data\clips_aug\overlay_21814.wav,data\clips_libricss\OV40_session8_clip245.wav,data\clips_libricss\OV20_session7_clip137.wav,3,"['260', '8230', '2300']"
data\clips_aug\overlay_21815.wav,data\clips_aug\overlay_11907.wav,data\clips_libricss\OV10_session9_clip271.wav,3,"['8455', '7729', '3570']"
data\clips_aug\overlay_21816.wav,data\clips_libricss\OV10_session5_clip303.wav,data\clips_libricss\0L_session5_clip392.wav,3,"['4970', '3575', '7021']"
data\clips_aug\overlay_21817.wav,data\clips_aug\overlay_4693.wav,data\clips_libricss\OV30_session0_clip469.wav,3,"['1995', '7729', '3575']"
data\clips_aug\overlay_21818.wav,data\clips_aug\overlay_10020.wav,data\clips_libricss\OV40_session5_clip469.wav,3,"['1221', '61', '8224']"
data\clips_aug\overlay_21819.wav,data\clips_aug\overlay_19210.wav,data\clips_libricss\0S_session3_clip299.wav,3,"['2300', '237', '908']"
data\clips_aug\overlay_21820.wav,data\clips_libricss\OV10_session0_clip272.wav,data\clips_libricss\OV40_session6_clip108.wav,3,"['6930', '1320', '7021']"
data\clips_aug\overlay_21821.wav,data\clips_aug\overlay_14222.wav,data\clips_libricss\OV10_session8_clip7.wav,3,"['1188', '3729', '2300']"
data\clips_aug\overlay_21822.wav,data\clips_aug\overlay_1559.wav,data\clips_libricss\OV10_session1_clip245.wav,3,"['672', '4992', '8555']"
data\clips_aug\overlay_21823.wav,data\clips_libricss\OV30_session2_clip141.wav,data\clips_libricss\0L_session0_clip88.wav,3,"['1995', '8463', '3575']"
data\clips_aug\overlay_21824.wav,data\clips_aug\overlay_17510.wav,data\clips_libricss\OV40_session7_clip522.wav,3,"['237', '1089', '8463']"
data\clips_aug\overlay_21825.wav,data\clips_aug\overlay_17674.wav,data\clips_libricss\0S_session8_clip424.wav,3,"['4077', '7729', '5683']"
data\clips_aug\overlay_21826.wav,data\clips_aug\overlay_14325.wav,data\clips_libricss\OV30_session9_clip141.wav,3,"['121', '8455', '61']"
data\clips_aug\overlay_21827.wav,data\clips_libricss\OV20_session3_clip570.wav,data\clips_libricss\OV10_session3_clip58.wav,3,"['7729', '8455', '672']"
data\clips_aug\overlay_21828.wav,data\clips_libricss\OV10_session1_clip306.wav,data\clips_libricss\OV30_session0_clip152.wav,3,"['1580', '1188', '2961']"
data\clips_aug\overlay_21829.wav,data\clips_aug\overlay_16241.wav,data\clips_libricss\0S_session8_clip341.wav,3,"['8230', '3570', '5639']"
data\clips_aug\overlay_21830.wav,data\clips_libricss\0S_session5_clip124.wav,data\clips_libricss\OV30_session2_clip155.wav,3,"['237', '4507', '3575']"
data\clips_aug\overlay_21831.wav,data\clips_aug\overlay_8191.wav,data\clips_libricss\OV40_session4_clip256.wav,3,"['4077', '4992', '1188']"
data\clips_aug\overlay_21832.wav,data\clips_aug\overlay_13763.wav,data\clips_libricss\0L_session0_clip230.wav,3,"['1284', '2961', '8224']"
data\clips_aug\overlay_21833.wav,data\clips_aug\overlay_15927.wav,data\clips_libricss\0L_session8_clip347.wav,3,"['7127', '1221', '8463']"
data\clips_aug\overlay_21834.wav,data\clips_aug\overlay_1722.wav,data\clips_libricss\OV10_session0_clip345.wav,3,"['7021', '237', '1320']"
data\clips_aug\overlay_21835.wav,data\clips_aug\overlay_5781.wav,data\clips_libricss\OV40_session9_clip402.wav,3,"['8555', '4507', '8463']"
data\clips_aug\overlay_21836.wav,data\clips_aug\overlay_4907.wav,data\clips_libricss\OV10_session0_clip590.wav,3,"['3729', '2094', '672']"
data\clips_aug\overlay_21837.wav,data\clips_libricss\OV30_session5_clip508.wav,data\clips_libricss\0L_session3_clip199.wav,3,"['260', '1089', '1995']"
data\clips_aug\overlay_21838.wav,data\clips_aug\overlay_15324.wav,data\clips_libricss\0S_session6_clip472.wav,3,"['4077', '260', '4507']"
data\clips_aug\overlay_21839.wav,data\clips_aug\overlay_6723.wav,data\clips_libricss\0S_session6_clip118.wav,3,"['5105', '260', '4507']"
data\clips_aug\overlay_21840.wav,data\clips_libricss\OV20_session7_clip200.wav,data\clips_libricss\OV40_session6_clip191.wav,3,"['2961', '2830', '8230']"
data\clips_aug\overlay_21841.wav,data\clips_libricss\OV20_session9_clip32.wav,data\clips_libricss\OV10_session1_clip87.wav,3,"['7729', '5105', '8224']"
data\clips_aug\overlay_21842.wav,data\clips_aug\overlay_13757.wav,data\clips_libricss\OV30_session8_clip311.wav,3,"['672', '4077', '3575']"
data\clips_aug\overlay_21843.wav,data\clips_aug\overlay_7799.wav,data\clips_libricss\OV10_session4_clip375.wav,3,"['5105', '1284', '8224']"
data\clips_aug\overlay_21844.wav,data\clips_aug\overlay_4743.wav,data\clips_libricss\OV30_session7_clip347.wav,3,"['3729', '1221', '3570']"
data\clips_aug\overlay_21845.wav,data\clips_aug\overlay_6938.wav,data\clips_libricss\OV30_session5_clip389.wav,3,"['121', '3575', '3729']"
data\clips_aug\overlay_21846.wav,data\clips_libricss\OV40_session2_clip15.wav,data\clips_libricss\OV20_session4_clip143.wav,3,"['260', '8224', '5105']"
data\clips_aug\overlay_21847.wav,data\clips_aug\overlay_172.wav,data\clips_libricss\OV40_session6_clip206.wav,3,"['4077', '2961', '8230']"
data\clips_aug\overlay_21848.wav,data\clips_aug\overlay_12738.wav,data\clips_libricss\0S_session2_clip468.wav,3,"['1089', '5105', '7176']"
data\clips_aug\overlay_21849.wav,data\clips_aug\overlay_14710.wav,data\clips_libricss\OV30_session0_clip281.wav,3,"['2961', '3575', '1995']"
data\clips_aug\overlay_21850.wav,data\clips_aug\overlay_5356.wav,data\clips_libricss\OV10_session4_clip25.wav,3,"['1089', '908', '1188']"
data\clips_aug\overlay_21851.wav,data\clips_aug\overlay_9562.wav,data\clips_libricss\OV30_session6_clip173.wav,3,"['3570', '7729', '8555']"
data\clips_aug\overlay_21852.wav,data\clips_aug\overlay_41.wav,data\clips_libricss\OV30_session8_clip32.wav,3,"['7021', '7176', '1188']"
data\clips_aug\overlay_21853.wav,data\clips_aug\overlay_2580.wav,data\clips_libricss\OV10_session9_clip126.wav,3,"['4992', '4077', '1320']"
data\clips_aug\overlay_21854.wav,data\clips_aug\overlay_10238.wav,data\clips_libricss\OV10_session1_clip581.wav,3,"['8224', '4992', '8463']"
data\clips_aug\overlay_21855.wav,data\clips_aug\overlay_10866.wav,data\clips_libricss\0L_session9_clip190.wav,3,"['7729', '4992', '4077']"
data\clips_aug\overlay_21856.wav,data\clips_aug\overlay_17537.wav,data\clips_libricss\OV10_session7_clip399.wav,3,"['1320', '8463', '61']"
data\clips_aug\overlay_21857.wav,data\clips_aug\overlay_19463.wav,data\clips_libricss\OV40_session2_clip218.wav,3,"['4077', '1995', '4507']"
data\clips_aug\overlay_21858.wav,data\clips_aug\overlay_2617.wav,data\clips_libricss\OV40_session1_clip310.wav,3,"['5105', '8224', '7021']"
data\clips_aug\overlay_21859.wav,data\clips_aug\overlay_1495.wav,data\clips_libricss\OV20_session6_clip352.wav,3,"['2300', '7729', '8224']"
data\clips_aug\overlay_21860.wav,data\clips_aug\overlay_17210.wav,data\clips_libricss\OV10_session5_clip461.wav,3,"['4507', '1320', '8230']"
data\clips_aug\overlay_21861.wav,data\clips_libricss\OV10_session5_clip158.wav,data\clips_libricss\OV20_session0_clip217.wav,3,"['672', '237', '4507']"
data\clips_aug\overlay_21862.wav,data\clips_aug\overlay_2495.wav,data\clips_libricss\0L_session8_clip202.wav,3,"['7021', '8555', '2961']"
data\clips_aug\overlay_21863.wav,data\clips_aug\overlay_4227.wav,data\clips_libricss\OV40_session1_clip258.wav,3,"['7021', '8224', '7729']"
data\clips_aug\overlay_21864.wav,data\clips_aug\overlay_10353.wav,data\clips_libricss\OV30_session0_clip50.wav,3,"['4507', '2961', '3575']"
data\clips_aug\overlay_21865.wav,data\clips_aug\overlay_14522.wav,data\clips_libricss\0S_session2_clip480.wav,3,"['1995', '5105', '5639']"
data\clips_aug\overlay_21866.wav,data\clips_aug\overlay_14505.wav,data\clips_libricss\OV20_session7_clip166.wav,3,"['4507', '7729', '2961']"
data\clips_aug\overlay_21867.wav,data\clips_aug\overlay_12602.wav,data\clips_libricss\0L_session5_clip190.wav,3,"['4992', '1995', '672']"
data\clips_aug\overlay_21868.wav,data\clips_aug\overlay_19817.wav,data\clips_libricss\OV40_session9_clip597.wav,3,"['1320', '5105', '2961']"
data\clips_aug\overlay_21869.wav,data\clips_aug\overlay_6583.wav,data\clips_libricss\OV20_session5_clip443.wav,3,"['121', '8230', '1089']"
data\clips_aug\overlay_21870.wav,data\clips_libricss\OV20_session3_clip272.wav,data\clips_libricss\0S_session6_clip430.wav,3,"['908', '5105', '7729']"
data\clips_aug\overlay_21871.wav,data\clips_aug\overlay_8255.wav,data\clips_libricss\OV40_session2_clip267.wav,3,"['2300', '1995', '8230']"
data\clips_aug\overlay_21872.wav,data\clips_aug\overlay_1904.wav,data\clips_libricss\0S_session9_clip102.wav,3,"['260', '4507', '7729']"
data\clips_aug\overlay_21873.wav,data\clips_aug\overlay_2663.wav,data\clips_libricss\0S_session4_clip413.wav,3,"['3729', '121', '5683']"
data\clips_aug\overlay_21874.wav,data\clips_aug\overlay_5712.wav,data\clips_libricss\OV30_session2_clip452.wav,3,"['8230', '2961', '8224']"
data\clips_aug\overlay_21875.wav,data\clips_aug\overlay_7654.wav,data\clips_libricss\OV20_session2_clip93.wav,3,"['4970', '2830', '3570']"
data\clips_aug\overlay_21876.wav,data\clips_aug\overlay_10520.wav,data\clips_libricss\0L_session2_clip352.wav,3,"['6930', '61', '1188']"
data\clips_aug\overlay_21877.wav,data\clips_aug\overlay_11911.wav,data\clips_libricss\OV10_session2_clip222.wav,3,"['672', '8230', '3729']"
data\clips_aug\overlay_21878.wav,data\clips_aug\overlay_175.wav,data\clips_libricss\0S_session0_clip48.wav,3,"['1089', '1995', '7176']"
data\clips_aug\overlay_21879.wav,data\clips_aug\overlay_6863.wav,data\clips_libricss\0S_session4_clip216.wav,3,"['1089', '7729', '1221']"
data\clips_aug\overlay_21880.wav,data\clips_aug\overlay_14173.wav,data\clips_libricss\0S_session6_clip111.wav,3,"['4446', '5142', '4507']"
data\clips_aug\overlay_21881.wav,data\clips_aug\overlay_19215.wav,data\clips_libricss\OV30_session0_clip62.wav,3,"['8230', '7021', '2961']"
data\clips_aug\overlay_21882.wav,data\clips_aug\overlay_19056.wav,data\clips_libricss\OV10_session9_clip452.wav,3,"['672', '2830', '1320']"
data\clips_aug\overlay_21883.wav,data\clips_aug\overlay_14695.wav,data\clips_libricss\OV40_session0_clip216.wav,3,"['1188', '61', '1284']"
data\clips_aug\overlay_21884.wav,data\clips_aug\overlay_8810.wav,data\clips_libricss\0S_session3_clip479.wav,3,"['2961', '5142', '6829']"
data\clips_aug\overlay_21885.wav,data\clips_libricss\OV30_session3_clip419.wav,data\clips_libricss\OV10_session0_clip573.wav,3,"['6930', '4446', '260']"
data\clips_aug\overlay_21886.wav,data\clips_aug\overlay_19972.wav,data\clips_libricss\OV30_session8_clip586.wav,3,"['121', '2830', '1188']"
data\clips_aug\overlay_21887.wav,data\clips_libricss\OV10_session1_clip74.wav,data\clips_libricss\OV40_session3_clip511.wav,3,"['3570', '8555', '5105']"
data\clips_aug\overlay_21888.wav,data\clips_aug\overlay_10327.wav,data\clips_libricss\OV20_session7_clip496.wav,3,"['4077', '2300', '4970']"
data\clips_aug\overlay_21889.wav,data\clips_aug\overlay_1037.wav,data\clips_libricss\OV40_session6_clip53.wav,3,"['3729', '7176', '7021']"
data\clips_aug\overlay_21890.wav,data\clips_aug\overlay_12553.wav,data\clips_libricss\0S_session6_clip410.wav,3,"['4507', '2961', '6829']"
data\clips_aug\overlay_21891.wav,data\clips_aug\overlay_12059.wav,data\clips_libricss\OV20_session9_clip578.wav,3,"['1320', '4077', '7729']"
data\clips_aug\overlay_21892.wav,data\clips_aug\overlay_16938.wav,data\clips_libricss\0S_session3_clip13.wav,3,"['5142', '1089', '908']"
data\clips_aug\overlay_21893.wav,data\clips_libricss\0S_session8_clip428.wav,data\clips_libricss\OV40_session5_clip246.wav,3,"['7127', '1188', '2961']"
data\clips_aug\overlay_21894.wav,data\clips_aug\overlay_15089.wav,data\clips_libricss\OV10_session6_clip129.wav,3,"['7021', '7729', '1320']"
data\clips_aug\overlay_21895.wav,data\clips_libricss\OV40_session6_clip554.wav,data\clips_libricss\OV20_session7_clip242.wav,3,"['672', '1188', '6930']"
data\clips_aug\overlay_21896.wav,data\clips_libricss\OV20_session4_clip207.wav,data\clips_libricss\OV30_session9_clip529.wav,3,"['5105', '2830', '7729']"
data\clips_aug\overlay_21897.wav,data\clips_aug\overlay_17619.wav,data\clips_libricss\0S_session4_clip106.wav,3,"['121', '2830', '5683']"
data\clips_aug\overlay_21898.wav,data\clips_aug\overlay_309.wav,data\clips_libricss\OV40_session1_clip351.wav,3,"['2300', '5639', '7021']"
data\clips_aug\overlay_21899.wav,data\clips_libricss\OV40_session6_clip213.wav,data\clips_libricss\OV40_session9_clip211.wav,3,"['672', '8230', '8463']"
data\clips_aug\overlay_21900.wav,data\clips_aug\overlay_9363.wav,data\clips_libricss\0L_session8_clip121.wav,3,"['5105', '237', '2961']"
data\clips_aug\overlay_21901.wav,data\clips_aug\overlay_18647.wav,data\clips_libricss\OV20_session2_clip167.wav,3,"['1580', '4446', '6829']"
data\clips_aug\overlay_21902.wav,data\clips_aug\overlay_13585.wav,data\clips_libricss\OV20_session6_clip78.wav,3,"['4507', '5639', '8463']"
data\clips_aug\overlay_21903.wav,data\clips_libricss\0S_session4_clip280.wav,data\clips_libricss\OV20_session5_clip6.wav,3,"['2961', '4507', '3575']"
data\clips_aug\overlay_21904.wav,data\clips_aug\overlay_5651.wav,data\clips_libricss\0L_session6_clip453.wav,3,"['1320', '1284', '7127']"
data\clips_aug\overlay_21905.wav,data\clips_aug\overlay_3668.wav,data\clips_libricss\OV10_session8_clip297.wav,3,"['260', '5683', '1580']"
data\clips_aug\overlay_21906.wav,data\clips_libricss\OV40_session5_clip202.wav,data\clips_libricss\0S_session4_clip225.wav,3,"['4077', '1089', '1221']"
data\clips_aug\overlay_21907.wav,data\clips_aug\overlay_259.wav,data\clips_libricss\OV20_session9_clip356.wav,3,"['7176', '2300', '5639']"
data\clips_aug\overlay_21908.wav,data\clips_aug\overlay_17197.wav,data\clips_libricss\OV10_session5_clip251.wav,3,"['7729', '1995', '3575']"
data\clips_aug\overlay_21909.wav,data\clips_aug\overlay_4356.wav,data\clips_libricss\OV30_session5_clip96.wav,3,"['2300', '3729', '8224']"
data\clips_aug\overlay_21910.wav,data\clips_aug\overlay_11377.wav,data\clips_libricss\0L_session7_clip588.wav,3,"['908', '7021', '2830']"
data\clips_aug\overlay_21911.wav,data\clips_libricss\OV20_session2_clip71.wav,data\clips_libricss\OV10_session3_clip370.wav,3,"['8230', '2961', '6829']"
data\clips_aug\overlay_21912.wav,data\clips_aug\overlay_10304.wav,data\clips_libricss\OV20_session9_clip57.wav,3,"['8224', '4507', '7729']"
data\clips_aug\overlay_21913.wav,data\clips_aug\overlay_12035.wav,data\clips_libricss\OV30_session2_clip246.wav,3,"['1995', '4077', '61']"
data\clips_aug\overlay_21914.wav,data\clips_aug\overlay_4989.wav,data\clips_libricss\0L_session5_clip591.wav,3,"['672', '1188', '260']"
data\clips_aug\overlay_21915.wav,data\clips_libricss\OV40_session8_clip19.wav,data\clips_libricss\OV40_session5_clip330.wav,3,"['3729', '1580', '1284']"
data\clips_aug\overlay_21916.wav,data\clips_aug\overlay_172.wav,data\clips_libricss\OV10_session5_clip84.wav,3,"['4077', '2961', '8230']"
data\clips_aug\overlay_21917.wav,data\clips_aug\overlay_19785.wav,data\clips_libricss\OV10_session4_clip390.wav,3,"['2094', '8463', '8224']"
data\clips_aug\overlay_21918.wav,data\clips_aug\overlay_11471.wav,data\clips_libricss\0S_session6_clip536.wav,3,"['2830', '1188', '3729']"
data\clips_aug\overlay_21919.wav,data\clips_aug\overlay_6515.wav,data\clips_libricss\OV30_session1_clip305.wav,3,"['1089', '1320', '7729']"
data\clips_aug\overlay_21920.wav,data\clips_aug\overlay_4403.wav,data\clips_libricss\0S_session4_clip262.wav,3,"['2961', '8455', '1995']"
data\clips_aug\overlay_21921.wav,data\clips_aug\overlay_16475.wav,data\clips_libricss\OV20_session8_clip550.wav,3,"['4077', '2094', '908']"
data\clips_aug\overlay_21922.wav,data\clips_aug\overlay_5861.wav,data\clips_libricss\OV10_session1_clip255.wav,3,"['5639', '4077', '8224']"
data\clips_aug\overlay_21923.wav,data\clips_aug\overlay_5256.wav,data\clips_libricss\OV40_session9_clip436.wav,3,"['1284', '4507', '8463']"
data\clips_aug\overlay_21924.wav,data\clips_aug\overlay_14420.wav,data\clips_libricss\0S_session3_clip228.wav,3,"['7729', '260', '1320']"
data\clips_aug\overlay_21925.wav,data\clips_libricss\OV30_session2_clip255.wav,data\clips_libricss\0S_session3_clip332.wav,3,"['5639', '8463', '61']"
data\clips_aug\overlay_21926.wav,data\clips_libricss\OV10_session6_clip36.wav,data\clips_libricss\OV10_session1_clip282.wav,3,"['4992', '1089', '8555']"
data\clips_aug\overlay_21927.wav,data\clips_aug\overlay_3895.wav,data\clips_libricss\OV30_session9_clip153.wav,3,"['1320', '121', '7021']"
data\clips_aug\overlay_21928.wav,data\clips_aug\overlay_5505.wav,data\clips_libricss\OV30_session6_clip414.wav,3,"['6829', '672', '8555']"
data\clips_aug\overlay_21929.wav,data\clips_aug\overlay_5336.wav,data\clips_libricss\OV40_session0_clip202.wav,3,"['260', '5105', '1284']"
data\clips_aug\overlay_21930.wav,data\clips_aug\overlay_6970.wav,data\clips_libricss\OV40_session3_clip154.wav,3,"['2300', '3575', '5105']"
data\clips_aug\overlay_21931.wav,data\clips_aug\overlay_1382.wav,data\clips_libricss\0S_session0_clip374.wav,3,"['8224', '3570', '6930']"
data\clips_aug\overlay_21932.wav,data\clips_aug\overlay_5004.wav,data\clips_libricss\0S_session6_clip120.wav,3,"['672', '260', '4507']"
data\clips_aug\overlay_21933.wav,data\clips_aug\overlay_16923.wav,data\clips_libricss\OV30_session0_clip481.wav,3,"['7729', '8224', '2961']"
data\clips_aug\overlay_21934.wav,data\clips_libricss\0S_session5_clip42.wav,data\clips_libricss\OV30_session3_clip269.wav,3,"['4507', '8463', '7729']"
data\clips_aug\overlay_21935.wav,data\clips_aug\overlay_14255.wav,data\clips_libricss\OV30_session6_clip6.wav,3,"['2961', '260', '61']"
data\clips_aug\overlay_21936.wav,data\clips_aug\overlay_11029.wav,data\clips_libricss\0L_session9_clip25.wav,3,"['1320', '4077', '908']"
data\clips_aug\overlay_21937.wav,data\clips_libricss\OV30_session9_clip353.wav,data\clips_libricss\OV10_session7_clip213.wav,3,"['7127', '7176', '1995']"
data\clips_aug\overlay_21938.wav,data\clips_aug\overlay_10079.wav,data\clips_libricss\OV30_session1_clip159.wav,3,"['260', '4970', '4992']"
data\clips_aug\overlay_21939.wav,data\clips_aug\overlay_11856.wav,data\clips_libricss\OV10_session8_clip66.wav,3,"['7176', '5683', '672']"
data\clips_aug\overlay_21940.wav,data\clips_aug\overlay_10281.wav,data\clips_libricss\0L_session9_clip351.wav,3,"['1320', '8224', '1188']"
data\clips_aug\overlay_21941.wav,data\clips_aug\overlay_4551.wav,data\clips_libricss\OV10_session4_clip40.wav,3,"['1089', '3729', '1188']"
data\clips_aug\overlay_21942.wav,data\clips_libricss\OV40_session0_clip556.wav,data\clips_libricss\0S_session9_clip147.wav,3,"['121', '3729', '7729']"
data\clips_aug\overlay_21943.wav,data\clips_aug\overlay_11830.wav,data\clips_libricss\0S_session8_clip552.wav,3,"['61', '8224', '1188']"
data\clips_aug\overlay_21944.wav,data\clips_aug\overlay_6206.wav,data\clips_libricss\0L_session8_clip441.wav,3,"['3570', '3729', '4992']"
data\clips_aug\overlay_21945.wav,data\clips_aug\overlay_10129.wav,data\clips_libricss\OV30_session8_clip574.wav,3,"['260', '8224', '1188']"
data\clips_aug\overlay_21946.wav,data\clips_libricss\OV40_session5_clip131.wav,data\clips_libricss\OV10_session8_clip379.wav,3,"['4077', '1089', '1580']"
data\clips_aug\overlay_21947.wav,data\clips_aug\overlay_13494.wav,data\clips_libricss\OV10_session0_clip539.wav,3,"['1188', '672', '8455']"
data\clips_aug\overlay_21948.wav,data\clips_libricss\OV40_session8_clip332.wav,data\clips_libricss\OV30_session1_clip180.wav,3,"['6930', '5639', '8230']"
data\clips_aug\overlay_21949.wav,data\clips_aug\overlay_7292.wav,data\clips_libricss\OV30_session9_clip386.wav,3,"['2961', '1995', '1188']"
data\clips_aug\overlay_21950.wav,data\clips_aug\overlay_9574.wav,data\clips_libricss\OV30_session1_clip88.wav,3,"['8230', '260', '3575']"
data\clips_aug\overlay_21951.wav,data\clips_aug\overlay_18159.wav,data\clips_libricss\0S_session2_clip516.wav,3,"['237', '1995', '8224']"
data\clips_aug\overlay_21952.wav,data\clips_aug\overlay_702.wav,data\clips_libricss\OV30_session6_clip28.wav,3,"['3729', '672', '908']"
