clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_18011.wav,data\author_data\clips_real\Recording_upstairs2_clip336.wav,data\clips_libricss\OV40_session4_clip481.wav,2,"['7729', '3729']"
data\clips_aug\overlay_18012.wav,data\author_data\clips_real\Recording_downstairs1_clip177.wav,data\clips_libricss\OV40_session5_clip293.wav,2,"['4077', '2961']"
data\clips_aug\overlay_18013.wav,data\author_data\clips_real\Recording_upstairs4_clip3166.wav,data\clips_libricss\OV20_session4_clip413.wav,2,"['3729', '1580']"
data\clips_aug\overlay_18014.wav,data\author_data\clips_real\Recording_downstairs2_clip58.wav,data\clips_libricss\OV20_session3_clip264.wav,2,"['5105', '5142']"
data\clips_aug\overlay_18015.wav,data\author_data\clips_real\Recording_upstairs2_clip87.wav,data\clips_libricss\OV20_session3_clip68.wav,2,"['4992', '1320']"
data\clips_aug\overlay_18016.wav,data\author_data\clips_real\Recording_upstairs4_clip9.wav,data\clips_libricss\OV40_session5_clip140.wav,2,"['4077', '1089']"
data\clips_aug\overlay_18017.wav,data\author_data\clips_real\Recording_downstairs1_clip431.wav,data\clips_libricss\OV30_session5_clip116.wav,2,"['908', '3729']"
data\clips_aug\overlay_18018.wav,data\author_data\clips_real\Recording_upstairs4_clip1214.wav,data\clips_libricss\OV20_session5_clip25.wav,2,"['1188', '61']"
data\clips_aug\overlay_18019.wav,data\author_data\clips_real\Recording_upstairs4_clip1673.wav,data\clips_libricss\OV40_session5_clip39.wav,2,"['4507', '8224']"
data\clips_aug\overlay_18020.wav,data\author_data\clips_real\Recording_upstairs4_clip2575.wav,data\clips_libricss\OV40_session0_clip549.wav,2,"['7729', '2830']"
data\clips_aug\overlay_18021.wav,data\author_data\clips_real\Recording_upstairs4_clip4363.wav,data\clips_libricss\0S_session9_clip331.wav,2,"['7021', '8463']"
data\clips_aug\overlay_18022.wav,data\author_data\clips_real\Recording_upstairs4_clip3625.wav,data\clips_libricss\OV30_session8_clip523.wav,2,"['908', '3575']"
data\clips_aug\overlay_18023.wav,data\author_data\clips_real\Recording_downstairs2_clip11.wav,data\clips_libricss\0S_session7_clip532.wav,2,"['4077', '121']"
data\clips_aug\overlay_18024.wav,data\author_data\clips_real\Recording_upstairs4_clip1428.wav,data\clips_libricss\OV40_session6_clip496.wav,2,"['8230', '4970']"
data\clips_aug\overlay_18025.wav,data\author_data\clips_real\Recording_upstairs4_clip848.wav,data\clips_libricss\OV30_session7_clip546.wav,2,"['1188', '2830']"
data\clips_aug\overlay_18026.wav,data\clips_rir\simroom3_6_clip18.wav,data\clips_libricss\OV30_session0_clip255.wav,2,"['1995', '1089']"
data\clips_aug\overlay_18027.wav,data\author_data\clips_real\Recording_upstairs4_clip2921.wav,data\clips_libricss\OV20_session8_clip31.wav,2,"['2300', '8224']"
data\clips_aug\overlay_18028.wav,data\author_data\clips_real\Recording_downstairs1_clip227.wav,data\clips_libricss\OV20_session2_clip85.wav,2,"['2961', '1580']"
data\clips_aug\overlay_18029.wav,data\author_data\clips_real\Recording_upstairs4_clip698.wav,data\clips_libricss\OV40_session4_clip21.wav,2,"['1995', '3729']"
data\clips_aug\overlay_18030.wav,data\author_data\clips_real\Recording_downstairs1_clip112.wav,data\clips_libricss\OV40_session5_clip140.wav,2,"['4077', '1089']"
data\clips_aug\overlay_18031.wav,data\author_data\clips_real\Recording_upstairs4_clip438.wav,data\clips_libricss\OV40_session5_clip291.wav,2,"['4077', '2961']"
data\clips_aug\overlay_18032.wav,data\author_data\clips_real\Recording_downstairs2_clip151.wav,data\clips_libricss\OV40_session4_clip280.wav,2,"['8555', '3729']"
data\clips_aug\overlay_18033.wav,data\clips_rir\mediumroom1_1_clip4.wav,data\clips_libricss\OV40_session2_clip558.wav,2,"['4507', '8224']"
data\clips_aug\overlay_18034.wav,data\author_data\clips_real\Recording_downstairs2_clip160.wav,data\clips_libricss\OV30_session2_clip20.wav,2,"['5639', '8463']"
data\clips_aug\overlay_18035.wav,data\clips_rir\smallroom2_9_clip7.wav,data\clips_libricss\OV40_session3_clip280.wav,2,"['1320', '5105']"
data\clips_aug\overlay_18036.wav,data\author_data\clips_real\Recording_upstairs4_clip3005.wav,data\clips_libricss\OV30_session3_clip180.wav,2,"['7729', '4446']"
data\clips_aug\overlay_18037.wav,data\clips_rir\simroom3_9_clip21.wav,data\clips_libricss\OV40_session7_clip223.wav,2,"['7021', '2830']"
data\clips_aug\overlay_18038.wav,data\clips_rir\mediumroom2_4_clip3.wav,data\clips_libricss\OV10_session7_clip5.wav,2,"['1995', '61']"
data\clips_aug\overlay_18039.wav,data\author_data\clips_real\Recording_upstairs4_clip2146.wav,data\clips_libricss\OV40_session6_clip349.wav,2,"['7021', '1188']"
data\clips_aug\overlay_18040.wav,data\author_data\clips_real\Recording_upstairs4_clip4856.wav,data\clips_libricss\OV40_session7_clip289.wav,2,"['1580', '8455']"
data\clips_aug\overlay_18041.wav,data\clips_libricss\0L_session5_clip204.wav,data\clips_libricss\OV20_session4_clip7.wav,2,"['8230', '1580']"
data\clips_aug\overlay_18042.wav,data\author_data\clips_real\Recording_upstairs2_clip352.wav,data\clips_libricss\OV40_session6_clip454.wav,2,"['2094', '5105']"
data\clips_aug\overlay_18043.wav,data\clips_libricss\0L_session3_clip588.wav,data\clips_libricss\OV20_session3_clip264.wav,2,"['5105', '5142']"
data\clips_aug\overlay_18044.wav,data\author_data\clips_real\Recording_upstairs4_clip4400.wav,data\clips_libricss\OV40_session7_clip583.wav,2,"['8230', '7021']"
data\clips_aug\overlay_18045.wav,data\author_data\clips_real\Recording_upstairs4_clip2928.wav,data\clips_libricss\OV20_session6_clip463.wav,2,"['4507', '7176']"
data\clips_aug\overlay_18046.wav,data\clips_rir\mediumroom1_10_clip14.wav,data\clips_libricss\OV40_session7_clip132.wav,2,"['8455', '2830']"
data\clips_aug\overlay_18047.wav,data\clips_rir\mediumroom1_2_clip8.wav,data\clips_libricss\0S_session1_clip272.wav,2,"['2961', '8463']"
data\clips_aug\overlay_18048.wav,data\clips_rir\simroom2_7_clip21.wav,data\clips_libricss\OV40_session0_clip326.wav,2,"['7729', '1284']"
data\clips_aug\overlay_18049.wav,data\author_data\clips_real\Recording_upstairs4_clip5034.wav,data\clips_libricss\OV20_session4_clip248.wav,2,"['1580', '5105']"
data\clips_aug\overlay_18050.wav,data\clips_libricss\0L_session2_clip284.wav,data\clips_libricss\OV10_session6_clip447.wav,2,"['4446', '3575']"
data\clips_aug\overlay_18051.wav,data\author_data\clips_real\Recording_upstairs4_clip4341.wav,data\clips_libricss\OV30_session0_clip299.wav,2,"['672', '1995']"
data\clips_aug\overlay_18052.wav,data\author_data\clips_real\Recording_downstairs1_clip282.wav,data\clips_libricss\OV30_session6_clip160.wav,2,"['5683', '237']"
data\clips_aug\overlay_18053.wav,data\clips_rir\largeroom1_4_clip14.wav,data\clips_libricss\OV30_session2_clip190.wav,2,"['4507', '61']"
data\clips_aug\overlay_18054.wav,data\author_data\clips_real\Recording_downstairs1_clip846.wav,data\clips_libricss\OV40_session9_clip389.wav,2,"['8224', '3575']"
data\clips_aug\overlay_18055.wav,data\clips_rir\smallroom1_4_clip30.wav,data\clips_libricss\OV40_session5_clip328.wav,2,"['1089', '1284']"
data\clips_aug\overlay_18056.wav,data\author_data\clips_real\Recording_upstairs4_clip4743.wav,data\clips_libricss\OV20_session6_clip75.wav,2,"['8224', '8463']"
data\clips_aug\overlay_18057.wav,data\clips_libricss\0L_session2_clip113.wav,data\clips_libricss\OV40_session0_clip427.wav,2,"['121', '1284']"
data\clips_aug\overlay_18058.wav,data\author_data\clips_real\Recording_upstairs4_clip2376.wav,data\clips_libricss\OV30_session3_clip240.wav,2,"['6930', '7729']"
data\clips_aug\overlay_18059.wav,data\author_data\clips_real\Recording_upstairs4_clip249.wav,data\clips_libricss\OV30_session1_clip192.wav,2,"['8230', '8455']"
data\clips_aug\overlay_18060.wav,data\author_data\clips_real\Recording_downstairs1_clip1121.wav,data\clips_libricss\OV30_session7_clip4.wav,2,"['4446', '4970']"
data\clips_aug\overlay_18061.wav,data\author_data\clips_real\Recording_upstairs4_clip3141.wav,data\clips_libricss\OV40_session0_clip31.wav,2,"['3729', '2830']"
data\clips_aug\overlay_18062.wav,data\author_data\clips_real\Recording_upstairs4_clip11.wav,data\clips_libricss\OV30_session0_clip134.wav,2,"['1995', '2961']"
data\clips_aug\overlay_18063.wav,data\author_data\clips_real\Recording_upstairs4_clip5052.wav,data\clips_libricss\OV40_session4_clip502.wav,2,"['1995', '8555']"
data\clips_aug\overlay_18064.wav,data\author_data\clips_real\Recording_upstairs4_clip4477.wav,data\clips_libricss\OV10_session2_clip286.wav,2,"['3570', '61']"
data\clips_aug\overlay_18065.wav,data\author_data\clips_real\Recording_downstairs1_clip628.wav,data\clips_libricss\OV40_session6_clip428.wav,2,"['672', '5105']"
data\clips_aug\overlay_18066.wav,data\author_data\clips_real\Recording_downstairs1_clip1174.wav,data\clips_libricss\OV40_session4_clip468.wav,2,"['7729', '121']"
data\clips_aug\overlay_18067.wav,data\author_data\clips_real\Recording_upstairs4_clip5338.wav,data\clips_libricss\OV20_session0_clip503.wav,2,"['6930', '1284']"
data\clips_aug\overlay_18068.wav,data\clips_rir\largeroom2_2_clip7.wav,data\clips_libricss\OV30_session2_clip145.wav,2,"['1995', '3575']"
data\clips_aug\overlay_18069.wav,data\author_data\clips_real\Recording_downstairs2_clip256.wav,data\clips_libricss\OV40_session5_clip179.wav,2,"['237', '4507']"
data\clips_aug\overlay_18070.wav,data\author_data\clips_real\Recording_upstairs4_clip5299.wav,data\clips_libricss\OV30_session8_clip52.wav,2,"['7021', '1188']"
data\clips_aug\overlay_18071.wav,data\author_data\clips_real\Recording_upstairs4_clip5302.wav,data\clips_libricss\OV20_session7_clip85.wav,2,"['2300', '237']"
data\clips_aug\overlay_18072.wav,data\author_data\clips_real\Recording_upstairs4_clip1926.wav,data\clips_libricss\OV10_session3_clip594.wav,2,"['6829', '672']"
data\clips_aug\overlay_18073.wav,data\author_data\clips_real\Recording_upstairs4_clip3729.wav,data\clips_libricss\OV30_session9_clip511.wav,2,"['7127', '7729']"
data\clips_aug\overlay_18074.wav,data\author_data\clips_real\Recording_upstairs4_clip2289.wav,data\clips_libricss\OV30_session3_clip212.wav,2,"['6930', '2094']"
data\clips_aug\overlay_18075.wav,data\author_data\clips_real\Recording_upstairs4_clip1825.wav,data\clips_libricss\OV20_session5_clip117.wav,2,"['3570', '1089']"
data\clips_aug\overlay_18076.wav,data\author_data\clips_real\Recording_upstairs2_clip110.wav,data\clips_libricss\OV30_session4_clip72.wav,2,"['121', '2830']"
data\clips_aug\overlay_18077.wav,data\author_data\clips_real\Recording_upstairs4_clip240.wav,data\clips_libricss\OV40_session4_clip85.wav,2,"['1995', '7729']"
data\clips_aug\overlay_18078.wav,data\clips_libricss\0L_session2_clip539.wav,data\clips_libricss\OV40_session9_clip129.wav,2,"['1284', '3575']"
data\clips_aug\overlay_18079.wav,data\author_data\clips_real\Recording_upstairs2_clip402.wav,data\clips_libricss\OV20_session6_clip555.wav,2,"['121', '8463']"
data\clips_aug\overlay_18080.wav,data\clips_libricss\OV40_session4_clip1.wav,data\clips_libricss\OV30_session0_clip482.wav,2,"['237', '2961']"
data\clips_aug\overlay_18081.wav,data\author_data\clips_real\Recording_upstairs2_clip40.wav,data\clips_libricss\OV20_session7_clip181.wav,2,"['2961', '2830']"
data\clips_aug\overlay_18082.wav,data\clips_rir\simroom3_8_clip23.wav,data\clips_libricss\OV20_session2_clip389.wav,2,"['6829', '2961']"
data\clips_aug\overlay_18083.wav,data\author_data\clips_real\Recording_upstairs4_clip1306.wav,data\clips_libricss\OV20_session2_clip374.wav,2,"['8230', '4507']"
data\clips_aug\overlay_18084.wav,data\clips_rir\largeroom1_3_clip27.wav,data\clips_libricss\OV20_session2_clip489.wav,2,"['5639', '2830']"
data\clips_aug\overlay_18085.wav,data\author_data\clips_real\Recording_upstairs4_clip1391.wav,data\clips_libricss\OV40_session1_clip445.wav,2,"['237', '7729']"
data\clips_aug\overlay_18086.wav,data\clips_rir\mediumroom2_1_clip29.wav,data\clips_libricss\OV20_session1_clip90.wav,2,"['260', '1320']"
data\clips_aug\overlay_18087.wav,data\clips_libricss\0L_session8_clip256.wav,data\clips_libricss\OV30_session0_clip298.wav,2,"['672', '1995']"
data\clips_aug\overlay_18088.wav,data\clips_rir\mediumroom1_1_clip8.wav,data\clips_libricss\OV30_session8_clip9.wav,2,"['3570', '3575']"
data\clips_aug\overlay_18089.wav,data\clips_rir\smallroom2_10_clip2.wav,data\clips_libricss\OV40_session8_clip452.wav,2,"['3729', '5639']"
data\clips_aug\overlay_18090.wav,data\author_data\clips_real\Recording_upstairs4_clip1926.wav,data\clips_libricss\OV20_session0_clip233.wav,2,"['6930', '4970']"
data\clips_aug\overlay_18091.wav,data\clips_rir\smallroom1_10_clip20.wav,data\clips_libricss\0S_session3_clip316.wav,2,"['908', '1320']"
data\clips_aug\overlay_18092.wav,data\author_data\clips_real\Recording_upstairs1_clip61.wav,data\clips_libricss\0S_session8_clip433.wav,2,"['61', '1188']"
data\clips_aug\overlay_18093.wav,data\author_data\clips_real\Recording_upstairs4_clip2766.wav,data\clips_libricss\OV40_session2_clip532.wav,2,"['260', '8230']"
data\clips_aug\overlay_18094.wav,data\author_data\clips_real\Recording_upstairs4_clip3106.wav,data\clips_libricss\OV20_session6_clip217.wav,2,"['8224', '7176']"
data\clips_aug\overlay_18095.wav,data\author_data\clips_real\Recording_upstairs4_clip4136.wav,data\clips_libricss\OV30_session7_clip277.wav,2,"['4970', '1284']"
data\clips_aug\overlay_18096.wav,data\author_data\clips_real\Recording_upstairs4_clip2682.wav,data\clips_libricss\OV10_session5_clip466.wav,2,"['8230', '4970']"
data\clips_aug\overlay_18097.wav,data\clips_libricss\0L_session8_clip536.wav,data\clips_libricss\OV40_session0_clip571.wav,2,"['121', '4446']"
data\clips_aug\overlay_18098.wav,data\clips_rir\simroom3_4_clip8.wav,data\clips_libricss\0S_session8_clip333.wav,2,"['1995', '237']"
data\clips_aug\overlay_18099.wav,data\clips_rir\simroom1_4_clip17.wav,data\clips_libricss\OV40_session6_clip186.wav,2,"['8230', '4970']"
data\clips_aug\overlay_18100.wav,data\clips_rir\smallroom2_5_clip14.wav,data\clips_libricss\OV40_session0_clip556.wav,2,"['121', '3729']"
data\clips_aug\overlay_18101.wav,data\author_data\clips_real\Recording_upstairs4_clip5351.wav,data\clips_libricss\0S_session9_clip230.wav,2,"['6930', '8230']"
data\clips_aug\overlay_18102.wav,data\clips_rir\simroom3_10_clip24.wav,data\clips_libricss\OV40_session1_clip79.wav,2,"['121', '4446']"
data\clips_aug\overlay_18103.wav,data\author_data\clips_real\Recording_upstairs4_clip4456.wav,data\clips_libricss\OV30_session4_clip13.wav,2,"['8463', '2830']"
data\clips_aug\overlay_18104.wav,data\author_data\clips_real\Recording_upstairs4_clip1320.wav,data\clips_libricss\OV20_session1_clip508.wav,2,"['1580', '1089']"
data\clips_aug\overlay_18105.wav,data\author_data\clips_real\Recording_upstairs4_clip4122.wav,data\clips_libricss\OV10_session9_clip294.wav,2,"['3570', '1320']"
data\clips_aug\overlay_18106.wav,data\clips_libricss\0L_session9_clip226.wav,data\clips_libricss\OV30_session8_clip141.wav,2,"['8230', '1284']"
data\clips_aug\overlay_18107.wav,data\clips_libricss\0L_session6_clip523.wav,data\clips_libricss\OV40_session2_clip531.wav,2,"['260', '8230']"
data\clips_aug\overlay_18108.wav,data\author_data\clips_real\Recording_upstairs4_clip1447.wav,data\clips_libricss\OV40_session9_clip289.wav,2,"['4077', '3575']"
data\clips_aug\overlay_18109.wav,data\clips_rir\simroom2_6_clip10.wav,data\clips_libricss\OV40_session1_clip494.wav,2,"['260', '7021']"
data\clips_aug\overlay_18110.wav,data\author_data\clips_real\Recording_downstairs1_clip228.wav,data\clips_libricss\OV20_session3_clip272.wav,2,"['908', '5105']"
data\clips_aug\overlay_18111.wav,data\author_data\clips_real\Recording_upstairs4_clip1065.wav,data\clips_libricss\OV30_session8_clip84.wav,2,"['8230', '1188']"
data\clips_aug\overlay_18112.wav,data\author_data\clips_real\Recording_upstairs4_clip2484.wav,data\clips_libricss\0S_session8_clip584.wav,2,"['5683', '1188']"
data\clips_aug\overlay_18113.wav,data\author_data\clips_real\Recording_upstairs4_clip502.wav,data\clips_libricss\OV10_session7_clip158.wav,2,"['908', '1221']"
data\clips_aug\overlay_18114.wav,data\author_data\clips_real\Recording_downstairs1_clip740.wav,data\clips_libricss\OV10_session4_clip470.wav,2,"['260', '121']"
data\clips_aug\overlay_18115.wav,data\author_data\clips_real\Recording_upstairs4_clip3761.wav,data\clips_libricss\OV10_session7_clip285.wav,2,"['121', '8463']"
data\clips_aug\overlay_18116.wav,data\author_data\clips_real\Recording_downstairs1_clip326.wav,data\clips_libricss\OV20_session9_clip374.wav,2,"['5105', '5639']"
data\clips_aug\overlay_18117.wav,data\author_data\clips_real\Recording_upstairs4_clip1924.wav,data\clips_libricss\OV20_session5_clip85.wav,2,"['61', '1188']"
data\clips_aug\overlay_18118.wav,data\clips_rir\mediumroom1_4_clip22.wav,data\clips_libricss\OV20_session6_clip347.wav,2,"['8224', '7176']"
data\clips_aug\overlay_18119.wav,data\clips_rir\simroom3_3_clip28.wav,data\clips_libricss\OV20_session7_clip540.wav,2,"['4992', '2830']"
data\clips_aug\overlay_18120.wav,data\author_data\clips_real\Recording_downstairs1_clip896.wav,data\clips_libricss\0S_session6_clip8.wav,2,"['260', '3575']"
data\clips_aug\overlay_18121.wav,data\author_data\clips_real\Recording_upstairs4_clip3666.wav,data\clips_libricss\OV30_session5_clip532.wav,2,"['4077', '1089']"
data\clips_aug\overlay_18122.wav,data\clips_rir\largeroom1_8_clip17.wav,data\clips_libricss\0S_session3_clip517.wav,2,"['908', '5105']"
data\clips_aug\overlay_18123.wav,data\author_data\clips_real\Recording_upstairs4_clip3681.wav,data\clips_libricss\OV20_session2_clip99.wav,2,"['8230', '1580']"
data\clips_aug\overlay_18124.wav,data\author_data\clips_real\Recording_upstairs4_clip2869.wav,data\clips_libricss\0S_session7_clip156.wav,2,"['4077', '260']"
data\clips_aug\overlay_18125.wav,data\clips_rir\simroom1_3_clip1.wav,data\clips_libricss\OV40_session9_clip222.wav,2,"['2961', '1284']"
data\clips_aug\overlay_18126.wav,data\author_data\clips_real\Recording_upstairs4_clip4553.wav,data\clips_libricss\OV40_session1_clip136.wav,2,"['7729', '4446']"
data\clips_aug\overlay_18127.wav,data\author_data\clips_real\Recording_upstairs4_clip1957.wav,data\clips_libricss\OV30_session2_clip555.wav,2,"['1284', '3575']"
data\clips_aug\overlay_18128.wav,data\author_data\clips_real\Recording_upstairs4_clip420.wav,data\clips_libricss\OV30_session3_clip433.wav,2,"['6930', '3575']"
data\clips_aug\overlay_18129.wav,data\author_data\clips_real\Recording_upstairs4_clip2904.wav,data\clips_libricss\OV30_session2_clip11.wav,2,"['1995', '8463']"
data\clips_aug\overlay_18130.wav,data\author_data\clips_real\Recording_upstairs4_clip5134.wav,data\clips_libricss\OV20_session1_clip302.wav,2,"['1580', '8224']"
data\clips_aug\overlay_18131.wav,data\clips_rir\mediumroom1_9_clip11.wav,data\clips_libricss\OV30_session1_clip271.wav,2,"['7729', '5142']"
data\clips_aug\overlay_18132.wav,data\author_data\clips_real\Recording_upstairs4_clip2440.wav,data\clips_libricss\OV40_session7_clip261.wav,2,"['1221', '7021']"
data\clips_aug\overlay_18133.wav,data\clips_rir\largeroom2_9_clip12.wav,data\clips_libricss\OV10_session5_clip146.wav,2,"['237', '4507']"
data\clips_aug\overlay_18134.wav,data\clips_libricss\0L_session8_clip352.wav,data\clips_libricss\OV40_session0_clip572.wav,2,"['1320', '4446']"
data\clips_aug\overlay_18135.wav,data\clips_rir\simroom3_7_clip2.wav,data\clips_libricss\OV30_session0_clip322.wav,2,"['7021', '3575']"
data\clips_aug\overlay_18136.wav,data\author_data\clips_real\Recording_upstairs4_clip482.wav,data\clips_libricss\OV30_session9_clip418.wav,2,"['7729', '7176']"
data\clips_aug\overlay_18137.wav,data\clips_libricss\0L_session6_clip186.wav,data\clips_libricss\OV40_session7_clip232.wav,2,"['1221', '7021']"
data\clips_aug\overlay_18138.wav,data\clips_rir\mediumroom1_9_clip2.wav,data\clips_libricss\OV10_session8_clip287.wav,2,"['672', '7176']"
data\clips_aug\overlay_18139.wav,data\clips_rir\simroom1_6_clip22.wav,data\clips_libricss\OV20_session2_clip375.wav,2,"['8230', '4507']"
data\clips_aug\overlay_18140.wav,data\author_data\clips_real\Recording_upstairs1_clip37.wav,data\clips_libricss\OV40_session0_clip175.wav,2,"['7729', '1284']"
data\clips_aug\overlay_18141.wav,data\author_data\clips_real\Recording_upstairs2_clip163.wav,data\clips_libricss\OV40_session1_clip198.wav,2,"['260', '1580']"
data\clips_aug\overlay_18142.wav,data\clips_rir\largeroom2_9_clip4.wav,data\clips_libricss\OV30_session6_clip424.wav,2,"['4992', '237']"
data\clips_aug\overlay_18143.wav,data\clips_libricss\0L_session0_clip40.wav,data\clips_libricss\OV40_session9_clip398.wav,2,"['7176', '8463']"
data\clips_aug\overlay_18144.wav,data\author_data\clips_real\Recording_upstairs4_clip1932.wav,data\clips_libricss\OV30_session4_clip568.wav,2,"['121', '8463']"
data\clips_aug\overlay_18145.wav,data\clips_libricss\0L_session5_clip550.wav,data\clips_libricss\0S_session4_clip427.wav,2,"['4970', '1188']"
data\clips_aug\overlay_18146.wav,data\clips_rir\smallroom1_7_clip8.wav,data\clips_libricss\OV30_session8_clip341.wav,2,"['3570', '1188']"
data\clips_aug\overlay_18147.wav,data\clips_libricss\0L_session6_clip339.wav,data\clips_libricss\OV30_session9_clip149.wav,2,"['7127', '7021']"
data\clips_aug\overlay_18148.wav,data\clips_libricss\0L_session5_clip470.wav,data\clips_libricss\OV30_session8_clip449.wav,2,"['908', '1188']"
data\clips_aug\overlay_18149.wav,data\clips_rir\largeroom1_7_clip23.wav,data\clips_libricss\OV30_session5_clip33.wav,2,"['8224', '1089']"
data\clips_aug\overlay_18150.wav,data\clips_rir\largeroom2_5_clip10.wav,data\clips_libricss\OV40_session1_clip28.wav,2,"['121', '8455']"
data\clips_aug\overlay_18151.wav,data\author_data\clips_real\Recording_upstairs4_clip1127.wav,data\clips_libricss\0S_session8_clip123.wav,2,"['7127', '1995']"
data\clips_aug\overlay_18152.wav,data\clips_rir\mediumroom2_5_clip26.wav,data\clips_libricss\0S_session9_clip521.wav,2,"['7127', '7021']"
data\clips_aug\overlay_18153.wav,data\author_data\clips_real\Recording_upstairs4_clip4950.wav,data\clips_libricss\OV30_session5_clip182.wav,2,"['4077', '3729']"
data\clips_aug\overlay_18154.wav,data\author_data\clips_real\Recording_downstairs1_clip376.wav,data\clips_libricss\OV10_session0_clip113.wav,2,"['672', '8463']"
data\clips_aug\overlay_18155.wav,data\author_data\clips_real\Recording_upstairs4_clip1970.wav,data\clips_libricss\OV10_session1_clip425.wav,2,"['8555', '8463']"
data\clips_aug\overlay_18156.wav,data\clips_libricss\0L_session6_clip49.wav,data\clips_libricss\OV20_session3_clip247.wav,2,"['4992', '5142']"
data\clips_aug\overlay_18157.wav,data\clips_rir\simroom2_10_clip12.wav,data\clips_libricss\OV20_session2_clip572.wav,2,"['6829', '5639']"
data\clips_aug\overlay_18158.wav,data\author_data\clips_real\Recording_upstairs1_clip113.wav,data\clips_libricss\OV20_session5_clip71.wav,2,"['3570', '1188']"
data\clips_aug\overlay_18159.wav,data\author_data\clips_real\Recording_upstairs4_clip3454.wav,data\clips_libricss\OV30_session0_clip442.wav,2,"['237', '1995']"
data\clips_aug\overlay_18160.wav,data\author_data\clips_real\Recording_upstairs4_clip3133.wav,data\clips_libricss\OV20_session4_clip155.wav,2,"['1089', '5105']"
data\clips_aug\overlay_18161.wav,data\author_data\clips_real\Recording_upstairs4_clip2055.wav,data\clips_libricss\OV20_session9_clip214.wav,2,"['4077', '7176']"
data\clips_aug\overlay_18162.wav,data\author_data\clips_real\Recording_downstairs2_clip211.wav,data\clips_libricss\OV20_session9_clip178.wav,2,"['4077', '7729']"
data\clips_aug\overlay_18163.wav,data\clips_libricss\0L_session5_clip296.wav,data\clips_libricss\OV20_session4_clip296.wav,2,"['3570', '3729']"
data\clips_aug\overlay_18164.wav,data\author_data\clips_real\Recording_upstairs4_clip3905.wav,data\clips_libricss\OV20_session5_clip211.wav,2,"['2961', '61']"
data\clips_aug\overlay_18165.wav,data\author_data\clips_real\Recording_upstairs4_clip348.wav,data\clips_libricss\OV40_session1_clip383.wav,2,"['121', '8455']"
data\clips_aug\overlay_18166.wav,data\author_data\clips_real\Recording_downstairs1_clip973.wav,data\clips_libricss\OV40_session8_clip588.wav,2,"['260', '3729']"
data\clips_aug\overlay_18167.wav,data\author_data\clips_real\Recording_upstairs4_clip3313.wav,data\clips_libricss\OV40_session5_clip34.wav,2,"['4507', '8224']"
data\clips_aug\overlay_18168.wav,data\author_data\clips_real\Recording_upstairs4_clip1150.wav,data\clips_libricss\OV40_session0_clip35.wav,2,"['1284', '2830']"
data\clips_aug\overlay_18169.wav,data\author_data\clips_real\Recording_upstairs4_clip4106.wav,data\clips_libricss\OV30_session9_clip167.wav,2,"['7176', '7021']"
data\clips_aug\overlay_18170.wav,data\clips_libricss\0L_session4_clip527.wav,data\clips_libricss\OV40_session5_clip476.wav,2,"['8224', '1089']"
data\clips_aug\overlay_18171.wav,data\clips_rir\simroom2_7_clip5.wav,data\clips_libricss\OV30_session6_clip352.wav,2,"['5683', '61']"
data\clips_aug\overlay_18172.wav,data\author_data\clips_real\Recording_upstairs4_clip3700.wav,data\clips_libricss\OV10_session7_clip212.wav,2,"['1995', '61']"
data\clips_aug\overlay_18173.wav,data\author_data\clips_real\Recording_upstairs2_clip237.wav,data\clips_libricss\OV20_session2_clip399.wav,2,"['2961', '2830']"
data\clips_aug\overlay_18174.wav,data\author_data\clips_real\Recording_upstairs4_clip366.wav,data\clips_libricss\OV10_session9_clip391.wav,2,"['8555', '2830']"
data\clips_aug\overlay_18175.wav,data\author_data\clips_real\Recording_upstairs4_clip5132.wav,data\clips_libricss\OV20_session9_clip542.wav,2,"['5105', '1284']"
data\clips_aug\overlay_18176.wav,data\author_data\clips_real\Recording_upstairs4_clip5154.wav,data\clips_libricss\OV20_session9_clip453.wav,2,"['1089', '5639']"
data\clips_aug\overlay_18177.wav,data\author_data\clips_real\Recording_upstairs4_clip3851.wav,data\clips_libricss\OV40_session9_clip555.wav,2,"['8224', '1284']"
data\clips_aug\overlay_18178.wav,data\author_data\clips_real\Recording_upstairs2_clip364.wav,data\clips_libricss\OV30_session8_clip389.wav,2,"['4970', '1284']"
data\clips_aug\overlay_18179.wav,data\clips_rir\smallroom2_3_clip27.wav,data\clips_libricss\OV30_session2_clip515.wav,2,"['1995', '1284']"
data\clips_aug\overlay_18180.wav,data\author_data\clips_real\Recording_upstairs4_clip119.wav,data\clips_libricss\OV40_session0_clip571.wav,2,"['121', '4446']"
data\clips_aug\overlay_18181.wav,data\author_data\clips_real\Recording_upstairs4_clip448.wav,data\clips_libricss\OV30_session3_clip272.wav,2,"['7729', '5105']"
data\clips_aug\overlay_18182.wav,data\clips_rir\simroom1_9_clip4.wav,data\clips_libricss\OV40_session7_clip519.wav,2,"['5142', '8463']"
data\clips_aug\overlay_18183.wav,data\author_data\clips_real\Recording_upstairs4_clip4084.wav,data\clips_libricss\OV20_session3_clip112.wav,2,"['5105', '5142']"
data\clips_aug\overlay_18184.wav,data\author_data\clips_real\Recording_upstairs4_clip3730.wav,data\clips_libricss\OV40_session8_clip198.wav,2,"['8230', '5639']"
